expression,reading,meaning,tags,guid,ความหมาย
泣く,なく,to cry,Genki Genki_Ln.13 JLPT JLPT_N4,wS:0`lVju$,ร้องไห้
治る,なおる,to get better; to recover from illness (v.i.),JLPT JLPT_N4,J-V8gKft=&,ดีขึ้น; หายจากอาการป่วย (กริยาไม่ต้องการกรรม)
熱,ねつ,"fever, temperature",Intermediate_Japanese_Ln.3 JLPT JLPT_N4,D9dKTYQi:O,"ไข้, อุณหภูมิ"
お祭り,おまつり,festival,JLPT JLPT_N4,n=i-:`LzjX,งานเทศกาล
水道,すいどう,"water service, water line",JLPT JLPT_N4,FV`Tc-%-nK,บริการน้ำประปา ท่อน้ำ
匂い,におい,"odor, smell",JLPT JLPT_N4,P&q^w6d0fO,"กลิ่น, กลิ่น"
ベル,ベル,bell,JLPT JLPT_N4,D!1f]e)iSX,กระดิ่ง
赤ん坊,あかんぼう,baby,JLPT JLPT_N4,I>S)eTr_]B,ที่รัก
おかしい,おかしい,strange; odd; funny,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,O9;m#]XEB2,แปลก; ประหลาด; ตลก
事故,じこ,accident,JLPT JLPT_N4,K(yw!r=B:1,อุบัติเหตุ
変,へん,"strange, odd",JLPT JLPT_N4,e/SMd06F!x,แปลก ประหลาด
辞典,じてん,"encyclopedia, reference book",JLPT JLPT_N4,brNC9/_sI`,"สารานุกรม, หนังสืออ้างอิง"
残る,のこる,"to remain (v.i.), to be left",JLPT JLPT_N4,INR^BBo=#J,คงอยู่ (กริยาไม่ต้องการกรรม) ถูกทิ้งไว้
立てる,たてる,"to stand (something) up, to erect (something)",JLPT JLPT_N4,O9fk.~k_.E,"ตั้ง (บางสิ่ง) ขึ้น, ก่อสร้าง (บางสิ่ง) ขึ้น"
くれる,くれる,"to give, to do for",JLPT JLPT_N4,hSC5|:)aVz,การให้ การทำเพื่อ
～員,～いん,member of ~,JLPT JLPT_N4,QHO%z16SSs,สมาชิกของ ~
原因,げんいん,"cause, origin, source",JLPT JLPT_N4,y8<@Y+?o6j,"สาเหตุ, ต้นกำเนิด, แหล่งที่มา"
驚く,おどろく,"to be surprised, to be astonished",Intermediate_Japanese_Ln.8 JLPT JLPT_N4,qBeaklesW+,รู้สึกประหลาดใจ รู้สึกตกตะลึง
いただく,頂く,-- extra-modest expression for たべる and のむ; humble expression for もらう --,Genki Genki_Ln.20 JLPT JLPT_N4,J*KGnzk|Z2,-- สำนวนที่สุภาพเป็นพิเศษสำหรับ たべรู และ のむ; สำนวนถ่อมตัวสำหรับ もらう --
祖母,そぼ,grandmother,JLPT JLPT_N4,x!LCLRW]y2,ยาย
場所,ばしょ,"place, location",Genki Genki_Ln.23 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,qw3.O}/lOC,"สถานที่, ที่ตั้ง"
答,こたえ,"answer, response",JLPT JLPT_N4,xmTYLgV-T_,"คำตอบ, การตอบกลับ"
もちろん,もちろん,"certainly, of course",Genki Genki_Ln.7 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,"m8,NutV2dG",แน่นอน อย่างแน่นอน
漬ける,つける,"to soak, to moisten, to pickle",JLPT JLPT_N4,h!i?H{d*F@,"แช่, ทำให้ชุ่มชื้น, ดอง"
受付,うけつけ,reception(ist) desk,Genki Genki_Ln.22 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,"uraaf1,;7Q",โต๊ะประชาสัมพันธ์
内,うち,"within, inside",JLPT JLPT_N4,G1H0$T!7Vl,ภายใน ภายใน
スクリーン,スクリーン,screen,JLPT JLPT_N4,"L/njBN,iH6",หน้าจอ
増える,ふえる,"to increase, to multiply",JLPT JLPT_N4,QW.w#0qn}8,"เพิ่มขึ้น, ทวีคูณ"
または,または,"or, otherwise",JLPT JLPT_N4,J-^^Uw<Tl~,หรืออย่างอื่น
けがする,けがする,"injury (to animate object), hurt",JLPT JLPT_N4,NP:|wpXW(M,"การบาดเจ็บ (ต่อวัตถุที่มีชีวิต), เจ็บ"
以下,いか,"less than, below",JLPT JLPT_N4,DS5y_+4p`Y,น้อยกว่า ต่ำกว่า
選ぶ,えらぶ,to choose; to select,Genki Genki_Ln.17 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,Jo*`4U5e.W,เลือก; คัดเลือก
～ばかり,～ばかり,"just did ~, only",JLPT JLPT_N4,vbW68h-IIc,เพิ่งทำเสร็จไปเมื่อกี้เองนะ ~ แค่
心,こころ,"heart, mind",JLPT JLPT_N4,Fkhe%Dz2nb,หัวใจ จิตใจ
～だす,～だす,to start doing ~,JLPT JLPT_N4,B+=k~owmr!,เพื่อเริ่มต้นทำ ~
サラダ,サラダ,salad,JLPT JLPT_N4,J3A=]P#ec<,สลัด
届ける,とどける,to deliver (v.t.),Intermediate_Japanese_Ln.9 JLPT JLPT_N4,tA&cXA55C=,ส่งมอบ (กริยา)
挨拶,あいさつする,greet(ing),JLPT JLPT_N4,h|NjvFq!b],การทักทาย)
景色,けしき,"scenery, landscape",JLPT JLPT_N4,Cd#u9/v:Pu,ทิวทัศน์ ภูมิประเทศ
確か,たしか,"if I remember correctly; certain, definite",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,v&7%T>e{{z,ถ้าฉันจำไม่ผิด แน่นอน เด็ดขาด
ステーキ,ステーキ,steak,JLPT JLPT_N4,K0B$/YQ?Op,สเต็ก
食料品,しょくりょうひん,"foodstuff, groceries",JLPT JLPT_N4,kg/Pg!K6&w,"อาหาร, ของชำ"
森,もり,forest,JLPT JLPT_N4,mJkKf?UAUT,ป่า
以内,いない,"within, less (no more) than",JLPT JLPT_N4,EyK>c0C[$K,ภายใน น้อยกว่า (ไม่มากกว่า)
予定,よてい,"plans, arrangement, schedule",Genki Genki_Ln.15 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,I$<#IwHCvW,แผนงาน การจัดเตรียม ตารางเวลา
オーバー,オーバー,"overcoat; over, exceeding, exaggeration",JLPT JLPT_N4,umd4AX=/RI,"เสื้อโค้ท; เกินกว่า, เกิน, การพูดเกินจริง"
乾く,かわく,to get dry,JLPT JLPT_N4,s+Ju<mmF]C,เพื่อให้แห้ง
石,いし,stone,JLPT JLPT_N4,gg2=(OnQKh,หิน
思い出す,おもいだす,"to recall, to remember",Intermediate_Japanese_Ln.8 JLPT JLPT_N4,O?8pX)Ooz*,เพื่อระลึกถึง เพื่อจดจำ
踊る,おどる,to dance,Genki Genki_Ln.9 JLPT JLPT_N4,LnHUFv$!`;,เพื่อเต้นรำ
細かい,こまかい,"small; fine, minute",JLPT JLPT_N4,PrWma5VeE[,"เล็ก; ละเอียด, จิ๋ว"
塗る,ぬる,"to paint, to plaster",JLPT JLPT_N4,gb*{+)EK`F,"ทาสี, ฉาบปูน"
ご主人,ごしゅじん,"(your, her) husband",Genki Genki_Ln.14 JLPT JLPT_N4,"Gb,y/-3SAS","สามี (ของคุณ, ของเธอ)"
珍しい,めずらしい,"unusual, rare",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,LG3n^a@XAC,ผิดปกติ หายาก
用,よう,"errand, task, business (to take care of)",Intermediate_Japanese_Ln.9 JLPT JLPT_N4,CvxvGX`|/>,"ธุระ, งาน, ธุระ (ที่ต้องจัดการ)"
公務員,こうむいん,"government worker, public servant",JLPT JLPT_N4,p;42%b%y:T,"พนักงานรัฐบาล, ข้าราชการ"
お嬢さん,おじょうさん,(someone's) daughter (polite),Genki Genki_Ln.22 JLPT JLPT_N4,Ee+d{e?WRj,ลูกสาวของใครบางคน (อย่างสุภาพ)
用意,ようい,preparation,JLPT JLPT_N4,"PJ%Q,E{$_L",การตระเตรียม
探す,さがす,"to search, to seek, to look for",Genki Genki_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,h4(YO`o85t,"ค้นหา, แสวงหา, มองหา"
形,かたち,shape,JLPT JLPT_N4,f7_i%J0-/Y,รูปร่าง
運転,うんてんする,driving,JLPT JLPT_N4,r!zv#R0ur*,การขับรถ
すっかり,すっかり,"all, completely",JLPT JLPT_N4,nV=]]BK.9=,ทั้งหมด อย่างสมบูรณ์
アナウンサー,アナウンサー,announcer,JLPT JLPT_N4,oG?shn0:uO,ผู้ประกาศ
お土産,おみやげ,souvenir,Genki Genki_Ln.4 JLPT JLPT_N4,IKS:}hgF8q,ของที่ระลึก
消しゴム,けしゴム,eraser,JLPT JLPT_N4,"gW^biR[nM,",ยางลบ
旅館,りょかん,a Japanese inn,Genki Genki_Ln.15 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,Ke`aN1|5T#,โรงแรมญี่ปุ่น
海岸,かいがん,"coast, seashore",JLPT JLPT_N4,O1]Ne=Q0*.,"ชายฝั่ง, ชายทะเล"
寂しい,さびしい,"lonely, lonesome",Genki Genki_Ln.9 JLPT JLPT_N4,pi{)YOFX|t,เหงา โดดเดี่ยว
火,ひ,fire,JLPT JLPT_N4,gjC}:7>!AJ,ไฟ
育てる,そだてる,to raise (v.t.); to bring up,Genki Genki_Ln.22 JLPT JLPT_N4,r6b~+z#uh_,ยกขึ้น (กริยา); นำมา
味噌,みそ,"miso, bean paste",JLPT JLPT_N4,FzA7odIzvp,"มิโซะ, เต้าเจี้ยว"
お祝い,おいわい,"congratulation, celebration",Intermediate_Japanese_Ln.7 JLPT JLPT_N4,sQaWTq!hP`,"ขอแสดงความยินดี, การเฉลิมฉลอง"
乗り物,のりもの,vehicle,JLPT JLPT_N4,i9[ZI9WM}X,ยานพาหนะ
案内,あんないする,"information, guidance",JLPT JLPT_N4,DO_nJ<yYaJ,ข้อมูล คำแนะนำ
通う,かよう,to go back and forth; to commute,JLPT JLPT_N4,D<g$_r(YBs,ไปๆ มาๆ; การเดินทางไปกลับ
連れる,つれる,"to lead, to take (a person)",JLPT JLPT_N4,J&sg+H>0p_,"นำทาง, พา (บุคคล) ไป"
技術,ぎじゅつ,"technique, technology, skill",JLPT JLPT_N4,PCC!&zGiCY,เทคนิค เทคโนโลยี ทักษะ
小鳥,ことり,small bird,JLPT JLPT_N4,G|$muceS&O,นกตัวเล็ก
下宿,げしゅく,"lodging, boarding house",JLPT JLPT_N4,"bmjB!,8T=p","ที่พัก, บ้านพัก"
ジャム,ジャム,jam,JLPT JLPT_N4,D@h7*f7p?d,แยม
招待,しょうたいする,invitation,JLPT JLPT_N4,c$Y~;QF){;,การเชิญ
鏡,かがみ,mirror,JLPT JLPT_N4,v%J5x[E:;(,กระจกเงา
はず,はず,it should be so,JLPT JLPT_N4,Jg5{R&fxyH,มันควรจะเป็นเช่นนั้น
法律,ほうりつ,law,JLPT JLPT_N4,O9|FD5Fq3.,กฎ
進む,すすむ,"to advance, to proceed",JLPT JLPT_N4,b6Re}g0};8,เพื่อก้าวหน้า เพื่อดำเนินการต่อ
楽む,たのしむ,to enjoy,JLPT JLPT_N4,iCe:{Xn-6L,เพื่อความเพลิดเพลิน
貿易,ぼうえき,trade,JLPT JLPT_N4,bc9Yp10YbE,ซื้อขาย
反対,はんたい,"oppose, opposition, resistance",JLPT JLPT_N4,KY]P)[osSM,"คัดค้าน, การต่อต้าน, การขัดขวาง"
おる,おる,-- extra-modest expression for いる --,Genki Genki_Ln.20 JLPT JLPT_N4,Adc_Jds{te,-- สำนวนที่สุภาพเป็นพิเศษสำหรับ いな --
申す,もうす,-- extra-modest (humble) expression for 言う (いう) --,Genki Genki_Ln.20 JLPT JLPT_N4,e<WJ-6`NVb,-- สำนวนที่ถ่อมตัวเป็นพิเศษ (ถ่อมตัว) สำหรับ 言本 (いう) --
試験,しけん,an exam,Genki Genki_Ln.9 JLPT JLPT_N4,bUCd_5rR^-,การสอบ
真面目,まじめ,"diligent, serious",JLPT JLPT_N4,xK*F{fx?.z,ขยันหมั่นเพียร จริงจัง
ごらんになる,,-- honorific expression for みる --,Genki Genki_Ln.19 JLPT JLPT_N4,k(j]!OR1gM,-- สำนวนแสดงความเคารพ みRU --
店員,てんいん,clerk; shop-employee,Intermediate_Japanese_Ln.6 JLPT JLPT_N4,GeFU%up;F{,พนักงานขาย; พนักงานร้านค้า
泊まる,とまる,to stay (over night) (v.i.),JLPT JLPT_N4,IbHq#Ubd>&,พักค้างคืน (กริยาไม่ต้องการกรรม)
よろしい,よろしい,"(hon.) good, OK, all right",JLPT JLPT_N4,Ah<}g#ysAC,(เกียรตินิยม) ดี โอเค ตกลง
今夜,こんや,"this evening, tonight",JLPT JLPT_N4,qWO]e*;%U},เย็นนี้ คืนนี้
おつり,おつり,change; balance of money returned to the purchaser,JLPT JLPT_N4,wx#vXTnj!Z,เงินทอน; ยอดเงินคงเหลือที่คืนให้กับผู้ซื้อ
チェックする,チェックする,check,JLPT JLPT_N4,o%*Ndg~YHB,ตรวจสอบ
会話,かいわ,conversation,JLPT JLPT_N4,dD;CvmzQ9b,การสนทนา
空気,くうき,"air, atmosphere",Genki Genki_Ln.8 JLPT JLPT_N4,C)1Z!^eB^|,"อากาศ, บรรยากาศ"
交通,こうつう,"traffic, transportation",JLPT JLPT_N4,AyJ>}k*DyK,การจราจร การขนส่ง
ワープロ,ワープロ,word processor,JLPT JLPT_N4,!Qc[fI`%{,โปรแกรมประมวลผลคำ
喜ぶ,よろこぶ,"to rejoice, to be delighted, to be glad",JLPT JLPT_N4,DF7Py?yTD[,"ยินดี, ดีใจ, ปลื้มปิติ"
急行,きゅうこう,express train or bus,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,t]K/5%].:3,รถไฟด่วนหรือรถบัส
皆,みな,everyone,JLPT JLPT_N4,r56e/uzKVH,ทุกคน
味,あじ,"flavor, taste",JLPT JLPT_N4,B]?q9zUNzO,รสชาติ
空港,くうこう,airport,Genki Genki_Ln.20 JLPT JLPT_N4,Qgx/]mMiIj,สนามบิน
手袋,てぶくろ,glove(s),Genki Genki_Ln.10 JLPT JLPT_N4,LM6P1@!I~2,ถุงมือ)
校長,こうちょう,"principal, headmaster",JLPT JLPT_N4,eI/Ghjq;7/,"ผู้อำนวยการ, ครูใหญ่"
ごちそう,ごちそう,"feast, treating (someone)",JLPT JLPT_N4,D/ibPniDYT,"งานเลี้ยง, การเลี้ยง (ใครบางคน)"
踊り,おどり,dance,JLPT JLPT_N4,J=*Z|>n+QR,เต้นรำ
興味,きょうみ,interest (in something),JLPT JLPT_N4,DIyl0xA#)2,ความสนใจ (ในบางสิ่ง)
引っ越す,ひっこす,to move to a new place of residence,JLPT JLPT_N4,EGeSfwOFZ.,ย้ายไปยังที่อยู่อาศัยใหม่
冷房,れいぼう,"cooling, air conditioning",JLPT JLPT_N4,stZHJs{qvP,"การทำความเย็น, เครื่องปรับอากาศ"
都合,つごう,"circumstances, convenience",JLPT JLPT_N4,b;szYJp1~0,สถานการณ์ ความสะดวก
遠慮,えんりょする,"restraint, reserve, hesitate",JLPT JLPT_N4,uqPUmCD*1n,"ความยับยั้งชั่งใจ, ความสงวนท่าที, ความลังเล"
亡くなる,なくなる,to pass away,JLPT JLPT_N4,Iq_q:mI=}n,เสียชีวิต
科学,かがく,science,Genki Genki_Ln.1 JLPT JLPT_N4,gWOi-(wW;M,ศาสตร์
はっきり,はっきり,"clearly, distinctly",JLPT JLPT_N4,soMm6B)m]t,ชัดเจน เด่นชัด
差し上げる,さしあげる,-- humble expression for あげる --,Genki Genki_Ln.20 JLPT JLPT_N4,zkSrvJWm{I,-- สำนวนถ่อมตัวสำหรับ あげる --
気持ち,きもち,"feeling, sensation, mood",JLPT JLPT_N4,P!ajdoiyb.,"ความรู้สึก, สัมผัส, อารมณ์"
祖父,そふ,grandfather,JLPT JLPT_N4,ytyAfRG*6x,คุณปู่
港,みなと,"harbor, port",JLPT JLPT_N4,sHl5)cnUcM,"ท่าเรือ, ท่าเทียบเรือ"
予約,よやく,reservation,Genki Genki_Ln.10 JLPT JLPT_N4,rSce1JPbkI,การจอง
凄い,すごい,"terrific, great",JLPT JLPT_N4,P~)7jIfH{m,เยี่ยมยอด ยอดเยี่ยม
入学,にゅうがくする,entry to school or university,JLPT JLPT_N4,"jo:/>1,9uU",การเข้าเรียนในโรงเรียนหรือมหาวิทยาลัย
片付ける,かたづける,"to (clean) tidy up (v.t.), to put away",JLPT JLPT_N4,Ef_Twp5ERS,ทำความสะอาด จัดเก็บให้เรียบร้อย (กริยา) เก็บเข้าที่
写す,うつす,to copy (v.t.); to photograph,JLPT JLPT_N4,x|L%TU)*iv,คัดลอก (กริยา); ถ่ายภาพ
パソコン,パソコン,(personal) computer,JLPT JLPT_N4,tQ#JE!pNrV,คอมพิวเตอร์ส่วนบุคคล
部長,ぶちょう,department (division) manager,Genki Genki_Ln.19 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,O:v<m}n3*n,ผู้จัดการแผนก (ฝ่าย)
火事,かじ,fire,JLPT JLPT_N4,Kll.Pvc/gB,ไฟ
足す,たす,to add (numbers),JLPT JLPT_N4,M:pOTP>t7-,เพื่อบวก (ตัวเลข)
教会,きょうかい,church,Intermediate_Japanese_Ln.9 JLPT JLPT_N4,oA&[8r+GKm,คริสตจักร
彼ら,かれら,they (usually male),JLPT JLPT_N4,k?K1].&L.0,พวกเขา (โดยปกติจะเป็นเพศชาย)
一杯,いっぱい,"full, to the utmost",JLPT JLPT_N4,w&/o{@M=$:,เต็มเปี่ยม ที่สุด
アメリカ,アメリカ,"America, U.S.A.",Genki Genki_Ln.1 Genki_Ln.2 JLPT JLPT_N4,IVipO?aKE#,อเมริกา สหรัฐอเมริกา
男性,だんせい,man; male,JLPT JLPT_N4,r6Y+#Vxx9S,ชาย; เพศชาย
理由,りゆう,reason,JLPT JLPT_N4,P7}t{e2du#,เหตุผล
生産,せいさんする,production; to produce,JLPT JLPT_N4,pm+O;C4U:>,การผลิต; เพื่อผลิต
着物,きもの,kimono; Japanese traditional dress,Genki Genki_Ln.13 JLPT JLPT_N4,"A(ZdyF5k,T",กิโมโน; ชุดประจำชาติญี่ปุ่น
おもちゃ,おもちゃ,a toy,Genki Genki_Ln.11 JLPT JLPT_N4,Cf`[JaXL7u,ของเล่น
暮れる,くれる,"to get dark, to come to an end",JLPT JLPT_N4,i-JL+Sl!mg,มืดลง สิ้นสุดลง
釣る,つる,to fish,JLPT JLPT_N4,"GWJ%g`TG,o",เพื่อตกปลา
～ちゃん,～ちゃん,suffix for familiar (female) person,JLPT JLPT_N4,r2m3z~%1s],คำต่อท้ายสำหรับบุคคลที่คุ้นเคย (เพศหญิง)
打つ,うつ,"to hit, to strike",JLPT JLPT_N4,pBs^gx/@>a,"ตี, โจมตี"
あんな,あんな,"such, like that",JLPT JLPT_N4,K%g**4JE#C,เช่นนั้น เช่นนั้น
謝る,あやまる,to apologize,JLPT JLPT_N4,C%+Y^2-4l[,เพื่อขอโทษ
昼間,ひるま,"daytime, during the day",JLPT JLPT_N4,p3^ge-^eJl,เวลากลางวัน ในระหว่างวัน
教育,きょういく,education,JLPT JLPT_N4,HW9*4`esHu,การศึกษา
女性,じょせい,woman,JLPT JLPT_N4,E9gO2XIg*K,ผู้หญิง
米,こめ,uncooked rice,JLPT JLPT_N4,"t,HSQDh#2",ข้าวสาร
邪魔,じゃま,"hindrance, intrusion",JLPT JLPT_N4,c]>yivA`ny,"อุปสรรค, การบุกรุก"
国際,こくさい,international,JLPT JLPT_N4,f~g3tMo97^,ระหว่างประเทศ
隅,すみ,corner,JLPT JLPT_N4,eeOvjZ5zl.,มุม
伺う,うかがう,"humble form of 行く (いく), 聞く (きく) and 来る (くる)",JLPT JLPT_N4,Lmfy{2F]$A,"รูปแบบเรียบง่ายของ 行く (いく), 聞く (きく) และ 来ル (くrum)"
再来週,さらいしゅう,the week after next,JLPT JLPT_N4,kKHM?VM`7o,สัปดาห์ถัดไป
夢,ゆめ,a dream,Genki Genki_Ln.11 JLPT JLPT_N4,lZn7[}J9+0,ความฝัน
喉,のど,throat,JLPT JLPT_N4,c+C3t7I~.8,คอ
最近,さいきん,"recently, nowadays, in recent years, most recent, latest",Genki Genki_Ln.15 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,e2RD]Myt9A,เมื่อไม่นานมานี้ ในปัจจุบัน ในช่วงไม่กี่ปีที่ผ่านมา ล่าสุด
周り,まわり,surroundings,JLPT JLPT_N4,fhT%f*K[Vx,สภาพแวดล้อม
歴史,れきし,history,Genki Genki_Ln.1 Genki_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,lQ}Sxv&`A!,ประวัติศาสตร์
不便,ふべん,inconvenience,JLPT JLPT_N4,C!<M[IO(?_,ความไม่สะดวก
血,ち,blood,JLPT JLPT_N4,0ihaC]*Q^,เลือด
～続ける,～つづける,to continue doing ~,JLPT JLPT_N4,JHO_m/Gf)j,เพื่อดำเนินการต่อไป ~
毛,け,"hair, fur",JLPT JLPT_N4,gsy(C|!IEU,"ขน, เส้นผม"
ひどい,ひどい,"terrible, awful, unfair, cruel",Genki Genki_Ln.21 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,M6<?LBefmj,แย่มาก น่ากลัว ไม่ยุติธรรม โหดร้าย
例えば,たとえば,"for example, e.g.",Genki Genki_Ln.17 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,n/o*9@bFx6,ตัวอย่างเช่น เช่น
中々,なかなか,"very, considerably, quite",JLPT JLPT_N4,@YWCVJq=),มาก มากพอสมควร ค่อนข้างมาก
随分,ずいぶん,extremely,JLPT JLPT_N4,NMl:D%#1zF,อย่างที่สุด
～やすい,～やすい,easy to do ~,JLPT JLPT_N4,exjp1w(~N7,ทำได้ง่ายๆ ~
押し入れ,おしいれ,closet,JLPT JLPT_N4,Al&#S)GWr$,ตู้เสื้อผ้า
電灯,でんとう,electric light,JLPT JLPT_N4,jodPP9K~W{,ไฟฟ้า
叱る,しかる,to scold,JLPT JLPT_N4,LMzmk?%TI!,ดุด่า
サンダル,サンダル,sandal,JLPT JLPT_N4,nKx7m0Vnj8,รองเท้าแตะ
びっくりする,びっくりする,to be surprised,Genki Genki_Ln.21 JLPT JLPT_N4,Cr@7!m+n{m,ที่จะประหลาดใจ
うまい,うまい,delicious; skillful; fortunate,JLPT JLPT_N4,"C`4~Q!,KRn",อร่อย; เก่งกาจ; โชคดี
変える,かえる,"to change, to alter, to vary",JLPT JLPT_N4,x+80xLQg^-,เปลี่ยนแปลง แก้ไข ปรับเปลี่ยน
講堂,こうどう,auditorium,JLPT JLPT_N4,ktg9A%:iyA,หอประชุม
子,こ,child,JLPT JLPT_N4,u.wVLBCC7[,เด็ก
沸かす,わかす,to boil,JLPT JLPT_N4,"d,.x::f0>g",ต้ม
レジ,レジ,register,JLPT JLPT_N4,m?VOxpy?_K,ลงทะเบียน
しばらく,しばらく,little while,JLPT JLPT_N4,w1JlkP{0C8,สักพักหนึ่ง
特に,とくに,particularly,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,Qf=L0@hP&F,โดยเฉพาะ
空く,あく,"to open, to become empty (vacant)",JLPT JLPT_N4,Cg0$u|Ogik,"เปิดออก, กลายเป็นว่างเปล่า (ว่าง)"
計画,けいかくする,"plan, project, schedule",JLPT JLPT_N4,s2fE.u9}xk,"วางแผน, โครงการ, กำหนดการ"
通り,とおり,"~ Street, ~ Avenue",JLPT JLPT_N4,QBI<)8t#SN,ถนน ~ อเวนิว ~
下着,したぎ,underwear,JLPT JLPT_N4,tFl(JKOvJ3,ชุดชั้นใน
経済,けいざい,"economics, finance, economy",JLPT JLPT_N4,rJHgD<t_i_,เศรษฐศาสตร์ การเงิน เศรษฐกิจ
こう,こう,"like this, this way",JLPT JLPT_N4,Q%+*%s6}J9,แบบนี้ ทางนี้
是非,ぜひ,"certainly, by all means; without fail",Genki Genki_Ln.9 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,kray(3KD^X,แน่นอนที่สุด โดยไม่ขาดตกบกพร่อง
裏,うら,"reverse side, back",JLPT JLPT_N4,pQ2heE~587,ด้านหลัง
為,ため,"good, advantage, in order to",JLPT JLPT_N4,Fly+C7B(R*,"ดี, ข้อได้เปรียบ, เพื่อที่จะ"
おいでになる,おいでになる,(hon.) to be,JLPT JLPT_N4,ok-j:Fq]#X,(เกียรตินิยม) ที่จะ
変わる,かわる,"to change (v.i.), to be transformed, to vary",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,N?)pR_`l)L,เปลี่ยนแปลง (กริยาไม่ต้องการกรรม) ถูกแปลงสภาพ เปลี่ยนแปลง
以外,いがい,"other than, with the exception of, excepting",Intermediate_Japanese_Ln.3 JLPT JLPT_N4,io5npAJ^ZJ,นอกเหนือจากนั้น ยกเว้น ยกเว้น
済む,すむ,"to finish, to end",JLPT JLPT_N4,eQV4%/qxB),"จบ, สิ้นสุด"
ハンバーグ,ハンバーグ,hamburger steak,JLPT JLPT_N4,zs3r)kO4N*,สเต็กแฮมเบอร์เกอร์
市,し,city,JLPT JLPT_N4,rXed<x$qC(,เมือง
引き出し,ひきだし,drawer,JLPT JLPT_N4,tGG+yHdqmL,ลิ้นชัก
遊び,あそび,play,JLPT JLPT_N4,"O8zue,3OP7",เล่น
支度,したくする,preparation,JLPT JLPT_N4,QsqU&|{INc,การตระเตรียม
～始める,～はじめる,to start doing ~,JLPT JLPT_N4,BA.Jz]NK1.,เพื่อเริ่มต้นทำ ~
見える,みえる,to be visible; -- polite verb meaning 来る (くる) --,Genki Genki_Ln.15 JLPT JLPT_N4,cEonZn&vE$,มองเห็นได้; -- กริยาสุภาพ แปลว่า 来RU (くな) --
十分,じゅうぶん,enough,JLPT JLPT_N4,vgB;={Nvrv,เพียงพอ
音,おと,"sound, note",Genki Genki_Ln.20 JLPT JLPT_N4,y~nFfa-~?d,"เสียง, โน้ต"
きっと,きっと,"surely, definitely, undoubtedly, certainly",Intermediate_Japanese_Ln.7 JLPT JLPT_N4,>[X6H]9HU,แน่นอน อย่างแน่นอน ไม่ต้องสงสัยเลย เด็ดขาด
まず,まず,"first (of all), to start with",Genki Genki_Ln.18 JLPT JLPT_N4,b.U+m9N1DV,ประการแรก (ก่อนอื่นเลย) เริ่มจาก
遠く,とおく,"far away, distant",JLPT JLPT_N4,P.EKUt5=[B,ไกลแสนไกล
大体,だいたい,approximately; in most cases; in general; to begin with (same as もともと),Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,PoQwq(:pGi,ประมาณ; ในกรณีส่วนใหญ่ โดยทั่วไป; เริ่มต้นด้วย (เหมือนกับ もともと)
折れる,おれる,"to break, to be folded, to give in; to turn (a corner)",JLPT JLPT_N4,"C>N,+q5aTm","แตกหัก, พับงอ, ยอมแพ้; พลิกผัน (จุดเปลี่ยน)"
正しい,ただしい,correct,JLPT JLPT_N4,ynVxN8fR|I,ถูกต้อง
輸入,ゆにゅう,import,JLPT JLPT_N4,c#?sbZfFpt,นำเข้า
返事,へんじ,"reply, answer",JLPT JLPT_N4,KqUGjMWU_#,"ตอบกลับ, ตอบ"
都,と,metropolitan,JLPT JLPT_N4,OcM{?!kX-7,มหานคร
産業,さんぎょう,industry,JLPT JLPT_N4,r<I`MSX5aQ,อุตสาหกรรม
伝える,つたえる,"to convey (a message); to tell, to report",Genki Genki_Ln.20 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,"z>dT,I0S3h","เพื่อถ่ายทอด (ข้อความ); เพื่อบอกเล่า, เพื่อรายงาน"
お金持ち,かねもち; おかねもち,rich person,JLPT JLPT_N4,H?Z`hWb&65,คนรวย
説明,せつめい,explanation,JLPT JLPT_N4,jzx*<D-6cG,คำอธิบาย
島,しま,island,Intermediate_Japanese_Ln.5 JLPT JLPT_N4,AOZjwUDN5g,เกาะ
道具,どうぐ,tool,JLPT JLPT_N4,Me$$/AnEcv,เครื่องมือ
