expression,reading,meaning,tags,guid,ความหมาย
映す,うつす,"to project, to reflect, to cast (shadow)",JLPT JLPT_2 JLPT_3,v%$=^xk|L|,ฉายภาพ สะท้อนภาพ ทอดเงา
訴える,うったえる,"to complain, to appeal, to sue (a person)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,q3vDC2@R>l,"ร้องเรียน, อุทธรณ์, ฟ้องร้อง (บุคคล)"
写る,うつる,"to be photographed, to be projected",JLPT JLPT_2 JLPT_3,CI<Sr}lwt|,เพื่อถ่ายภาพ เพื่อฉายภาพ
映る,うつる,"to be reflected, to come out (photo)",JLPT JLPT_2 JLPT_3,b:A%=5OyPu,"สะท้อนออกมา, ปรากฏออกมา (ภาพถ่าย)"
うなる,うなる,"to groan, to moan",JLPT JLPT_2 JLPT_3,s+o0tk>SxK,"คราง, ร้องโหยหวน"
奪う,うばう,"to rob, to deprive",JLPT JLPT_2 JLPT_3,wyO.=2:4&2,"ปล้น, ริบของ"
馬,うま,horse; promoted bishop (in Japanese chess known as shogi),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,I-Qwz&8r5B,ม้า; บิชอปที่ได้รับการเลื่อนขั้น (ในหมากรุกญี่ปุ่นเรียกว่าโชงิ)
生まれ,うまれ,"birth, birth-place",JLPT JLPT_2 JLPT_3,deVvQ9]dKk,"การเกิด, สถานที่เกิด"
有無,うむ,"yes or no, presence or absence",JLPT JLPT_2 JLPT_3,q6A?^f?DMI,ใช่หรือไม่ มีหรือไม่มีอยู่
梅,うめ,"plum, lowest (of a three-tier ranking system)",JLPT JLPT_2 JLPT_3,unQPf%DK.[,ลูกพลัม อันดับต่ำสุด (ในระบบการจัดอันดับสามระดับ)
埋める,うめる,"to bury, to fill up, to fill (a seat, a vacant position)",JLPT JLPT_2 JLPT_3,wtEE639hh4,"ฝัง, กลบ, เติมเต็ม (ที่นั่ง, ตำแหน่งว่าง)"
裏切る,うらぎる,"to betray, to turn traitor",JLPT JLPT_2 JLPT_3,hCN[eLWk|~,"ทรยศ, หักหลัง"
羨ましい,うらやましい,"envious, enviable",JLPT JLPT_2 JLPT_3,P/?}=]sJqp,อิจฉา น่าอิจฉา
売れる,うれる,to be sold,JLPT JLPT_2 JLPT_3,"wjQK4P,#&y",ขายแล้ว
噂,うわさ,"rumor, gossip",JLPT JLPT_2 JLPT_3,iJw30XJ732,"ข่าวลือ, เรื่องซุบซิบ"
運,うん,"fortune, luck",JLPT JLPT_2 JLPT_3,"niW>.BR,WX",โชคลาภ
運転,うんてん,"operation, driving",JLPT JLPT_2 JLPT_3,x@0Upz+IK7,การใช้งาน การขับขี่
柄,え,"handle (of a sword, dagger, etc.), grip",JLPT_1 JLPT JLPT_2 JLPT_3,vAFwXg-!s2,ด้ามจับ (ของดาบ มีดสั้น ฯลฯ) ที่จับ
永遠,えいえん,"eternity, perpetuity, immortality",JLPT JLPT_2 JLPT_3,DxPif#CAiw,"นิรันดร์, ความคงอยู่ชั่วนิรันดร์, ความเป็นอมตะ"
永久,えいきゅう,"eternity, perpetuity, immortality",JLPT JLPT_2 JLPT_3,"H2N,Hwk+O>","นิรันดร์, ความคงอยู่ชั่วนิรันดร์, ความเป็นอมตะ"
影響,えいきょう,"influence, effect",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,xzq]$1i3z},อิทธิพล ผลกระทบ
営業,えいぎょう,"business, trade, management",JLPT JLPT_2 JLPT_3,xesLH`A]]j,ธุรกิจ การค้า การจัดการ
衛星,えいせい,satellite,JLPT_1 JLPT JLPT_2 JLPT_3,mODPl+GnJ<,ดาวเทียม
栄養,えいよう,"nutrition, nourishment",JLPT JLPT_2 JLPT_3,D*<eW1UGaQ,"โภชนาการ, การบำรุงร่างกาย"
笑顔,えがお,smile (on one's face),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,"ck|m~NB,1+",รอยยิ้ม (บนใบหน้า)
描く,えがく,"to draw, to depict, to describe",JLPT JLPT_2 JLPT_3,A%|&4/hW0O,"วาด, พรรณนา, อธิบาย"
餌,えさ,"feed, bait",JLPT JLPT_2 JLPT_3,kFT)$ftn@z,"อาหาร, เหยื่อล่อ"
エネルギー,エネルギー,energy (GER: energie),JLPT JLPT_2 JLPT_3,z36oBXl-RE,พลังงาน (GER: energie)
得る,える,"to get, to gain, to win, to learn",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,v$jA3Lrsi],เพื่อที่จะได้รับ เพื่อที่จะได้รับ เพื่อที่จะได้รับ เพื่อที่จะได้รับ เพื่อที่จะได้รับ เพื่อที่จะได้รับ เพื่อที่จะได้รับ
得る,うる,"to get, to gain, to win",JLPT JLPT_2 JLPT_3,sT#y1FGTc!,"ได้รับ, ได้มา, ชนะ"
円,えん,"circle, yen",JLPT JLPT_2 JLPT_3,lsb6<icN4?,วงกลม เยน
延期,えんき,"postponement, adjournment",JLPT JLPT_2 JLPT_3,DUXFS%Wd#v,การเลื่อน การพักการประชุม
演技,えんぎ,"acting, performance",JLPT JLPT_2 JLPT_3,IH<gd>zmOh,"การแสดง, การแสดงบนเวที"
援助,えんじょ,"assistance, aid, support",JLPT JLPT_2 JLPT_3,h`{I^&2VL&,"ความช่วยเหลือ, การสนับสนุน"
エンジン,エンジン,engine,JLPT JLPT_2 JLPT_3,qw.wG*b!Qa,เครื่องยนต์
演説,えんぜつ,"speech, address",JLPT JLPT_2 JLPT_3,ubLUzysT08,"สุนทรพจน์, การกล่าวสุนทรพจน์"
演奏,えんそう,musical performance,JLPT JLPT_2 JLPT_3,G9]&KRGi[P,การแสดงดนตรี
老い,おい,"old age, the aged",JLPT JLPT_2 JLPT_3,"Hz1%S/^$?,","วัยชรา, ผู้สูงวัย"
追い付く,おいつく,"to overtake, to catch up (with)",JLPT JLPT_2 JLPT_3,g{~7a$v2sm,"แซงหน้า, ตามทัน (กัน)"
王,おう,king,JLPT JLPT_2 JLPT_3,k#_<4ay=~G,กษัตริย์
追う,おう,"to chase, to run after",JLPT JLPT_2 JLPT_3,x%>16|CvCA,ไล่ตาม วิ่งตาม
応援,おうえん,"aid, assistance, help",JLPT JLPT_2 JLPT_3,NDS^Ak)|LB,"ความช่วยเหลือ, การสนับสนุน, ความช่วยเหลือ"
王様,おうさま,king,JLPT JLPT_2 JLPT_3,nKPemrJ_V5,กษัตริย์
王子,おうじ,prince,JLPT JLPT_2 JLPT_3,"L`,J_WL+]h",เจ้าชาย
応じる,おうじる,"to adapt, to respond, to comply with",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"xK:s,vBFc7",เพื่อปรับตัว เพื่อตอบสนอง เพื่อปฏิบัติตาม
横断,おうだん,crossing,JLPT JLPT_2 JLPT_3,z/T^y6%uiO,ทางข้าม
終える,おえる,to finish,JLPT JLPT_2 JLPT_3,"hO,Zn$Rx<F",เพื่อเสร็จสิ้น
大いに,おおいに,"much, considerably (same as 大変 (たいへん)), greatly",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,fVz%iJ3-E?,"มาก, มาก (เช่นเดียวกับ 大変 (たいへん)) อย่างมาก"
覆う,おおう,"to cover, to hide, to conceal",JLPT JLPT_2 JLPT_3,Lm%oB!j+E),เพื่อปกปิด เพื่อซ่อน เพื่ออำพราง
大家,おおや,landlord,JLPT JLPT_2 JLPT_3,gc9}{t}#g|,เจ้าของบ้าน
丘,おか,"hill, height",JLPT JLPT_2 JLPT_3,j@=CkW8>0!,"เนินเขา, ความสูง"
沖,おき,open sea,JLPT JLPT_2 JLPT_3,d?Pt2wu__v,ทะเลเปิด
奥,おく,"interior, inner part",JLPT JLPT_2 JLPT_3,V}(}>#0tD,"ภายใน, ส่วนด้านใน"
贈る,おくる,"to present, to give to, to award to",JLPT JLPT_2 JLPT_3,rV3X4}6{nQ,"นำเสนอ, มอบให้, มอบให้แก่"
起こる,おこる,"to occur, to happen",JLPT JLPT_2 JLPT_3,jY1}sGq4X},"เกิดขึ้น, เกิดขึ้น"
押える,おさえる,"to stop, to restrain, to press down",JLPT JLPT_2 JLPT_3,Om1hU>MYS0,เพื่อหยุด เพื่อยับยั้ง เพื่อกดลง
幼い,おさない,"very young, childish",JLPT JLPT_2 JLPT_3,uA[`]K&k.D,ยังเด็กมาก ไร้เดียงสา
収める,おさめる,"to store to pay, to supply",JLPT JLPT_2 JLPT_3,jL2$>p8($[,เพื่อจัดเก็บ เพื่อชำระเงิน เพื่อจัดหา
納める,おさめる,"to store to pay, to supply",JLPT JLPT_2 JLPT_3,I#wxPQAM&H,เพื่อจัดเก็บ เพื่อชำระเงิน เพื่อจัดหา
治める,おさめる,"to govern, to manage; to subdue",JLPT JLPT_2 JLPT_3,Groy5Mh=b[,"ปกครอง, บริหาร; ปราบปราม"
お辞儀,おじぎ,bow,JLPT JLPT_2 JLPT_3,N&e8jCT!9`,โค้งคำนับ
お洒落,おしゃれ,"smartly dressed, fashion-conscious",JLPT JLPT_2 JLPT_3,q1.@7#(;?<,แต่งตัวดี มีสไตล์
お喋り,おしゃべり,"chattering, talk",JLPT JLPT_2 JLPT_3,J0fhZBKfSu,พูดคุย พูดคุยกัน
汚染,おせん,"pollution, contamination",JLPT JLPT_2 JLPT_3,I?+Cu[l]f],มลพิษ การปนเปื้อน
恐らく,おそらく,perhaps,JLPT JLPT_2 JLPT_3,kL/tl<Mv0J,บางที
恐れる,おそれる,"to fear, to be afraid of",JLPT JLPT_2 JLPT_3,x;Xt$GbU:n,"กลัว, หวั่นเกรง"
恐ろしい,おそろしい,"terrible, dreadful",JLPT JLPT_2 JLPT_3,JGyLnws+gz,น่ากลัว เลวร้าย
教わる,おそわる,to be taught,JLPT JLPT_2 JLPT_3,"j.|V-R,hM8",เพื่อรับการสอน
お互い,おたがい,"mutual, reciprocal, each other",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,"I%(y!,oeu|",ซึ่งกันและกัน ต่างตอบแทนกัน
穏やか,おだやか,"calm, gentle, quiet",JLPT JLPT_2 JLPT_3,iQhH7HaHk_,สงบ อ่อนโยน เงียบ
男の人,おとこのひと,man,JLPT JLPT_3 JLPT_2 Genki_Ln.7 Genki,Bqnqcw;5C8,ผู้ชาย
大人しい,おとなしい,"obedient, docile, quiet",JLPT JLPT_2 JLPT_3,NiKO$K>WA9,เชื่อฟัง ว่านอนสอนง่าย เงียบ
劣る,おとる,"to fall behind, to be inferior to",JLPT JLPT_2 JLPT_3,Kb0v_SukC>,"ล้าหลัง, ด้อยกว่า"
鬼,おに,"ogre, demon, 'it' (e.g.,in a game of tag)",JLPT JLPT_2 JLPT_3,Ewa5_MZt)z,"ยักษ์, ปีศาจ, 'มัน' (เช่น ในเกมไล่จับ)"
帯,おび,"band, sash",JLPT JLPT_2 JLPT_3,x^<)4<JIn8,"สายคาดเอว, ผ้าคาดเอว"
お昼,おひる,"lunch, noon",JLPT JLPT_2 JLPT_3,"QU,c7/WKET","อาหารกลางวัน, เที่ยง"
オフィス,オフィス,office,JLPT JLPT_2 JLPT_3,t+v1qGjm`2,สำนักงาน
溺れる,おぼれる,"to be drowned, to indulge in",JLPT JLPT_2 JLPT_3,L6mI#frmDD,"จมน้ำ, ปล่อยตัวตามใจ"
お前,おまえ,"you (sing), presence (of a high personage)",JLPT JLPT_2 JLPT_3,kiGe-uw>iW,คุณ (ร้องเพลง) การปรากฏตัว (ของบุคคลสำคัญ)
おめでとう,おめでとう,"Congratulations!, an auspicious occasion!",JLPT JLPT_2 JLPT_3,IjwH:94kN^,ขอแสดงความยินดีด้วย! เนื่องในโอกาสอันเป็นมงคล!
お目に掛かる,おめにかかる,"meet ~, see ~",JLPT JLPT_2 JLPT_3,O[qSUns&-f,"พบปะ ~, ดู ~"
思い付く,おもいつく,"to think of, to hit upon",JLPT JLPT_2 JLPT_3,phC=E!Uzsp,"คิดออก, นึกออก"
思い出,おもいで,"memories, recollections, reminiscence",JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,C>r<Y|QfhA,"ความทรงจำ, ความนึกย้อน, การรำลึก"
主に,おもに,"mainly, primarily",JLPT JLPT_2 JLPT_3,KJv^Ck6t)-,โดยส่วนใหญ่ เป็นหลัก
思わず,おもわず,"unintentional, spontaneous",JLPT JLPT_2 JLPT_3,mqEM$vUJ]Z,ไม่ได้ตั้งใจ เกิดขึ้นเองโดยธรรมชาติ
泳ぎ,およぎ,swimming,JLPT JLPT_2 JLPT_3,p%YEcD<#qK,การว่ายน้ำ
およそ,およそ,"about, roughly, approximately",JLPT JLPT_2 JLPT_3,cmb!OC{1dV,"ประมาณ, โดยประมาณ, ประมาณ"
及ぼす,およぼす,"to exert, to cause, to exercise",JLPT JLPT_2 JLPT_3,lC%7ty:^eB,"ออกแรง, ทำให้เกิดขึ้น, ออกกำลังกาย"
下す,おろす,"to lower, to let go down",JLPT JLPT_2 JLPT_3,JRZI*AHd)D,"ลดลง, ปล่อยลง"
降ろす,おろす,"to take down, to launch, to drop",JLPT JLPT_2 JLPT_3,PQD_mXy>W.,เพื่อทำลาย เพื่อปล่อย เพื่อทิ้ง
卸す,おろす,"to sell wholesale, grated (vegetables)",JLPT JLPT_2 JLPT_3,GT*kAh$cd0,ขายส่งผักขูด
音,おん,"sound, note",JLPT JLPT_2 JLPT_3,gkN]*wY]?s,"เสียง, โน้ต"
恩,おん,"favor, obligation, debt of gratitude",JLPT JLPT_2 JLPT_3,"A4Iq0-B@,;","ความช่วยเหลือ, ภาระผูกพัน, หนี้บุญคุณ"
温暖,おんだん,warmth,JLPT JLPT_2 JLPT_3,N&n<_QP1.Q,ความอบอุ่น
温度,おんど,temperature,JLPT JLPT_2 JLPT_3,NA1Ge#l-~k,อุณหภูมิ
可,か,passable,JLPT JLPT_2 JLPT_3,l:l&EInHym,พอผ่านได้
蚊,か,mosquito,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,j=4=()Uwi2,ยุง
課,か,"department, division",JLPT JLPT_2 JLPT_3,QQ1!.:!+a[,"แผนก, ฝ่าย"
カー,カー,car,JLPT JLPT_2 JLPT_3,o!p+_Rb<h*,รถ
カード,カード,"card, curd",JLPT JLPT_2 JLPT_3,"F,Np^@m5hi","การ์ด, เคิร์ด"
貝,かい,"shell, shellfish",JLPT JLPT_2 JLPT_3,HNd6/BU{>X,"เปลือกหอย, สัตว์ทะเลมีเปลือก"
害,がい,"harm, damage",JLPT JLPT_2 JLPT_3,g|Fzqe^$7$,"อันตราย, ความเสียหาย"
会員,かいいん,"member, the membership",JLPT JLPT_2 JLPT_3,li]JQ4<Kd[,"สมาชิก, การเป็นสมาชิก"
絵画,かいが,"picture, painting",JLPT JLPT_2 JLPT_3,emKUHOyrV`,"ภาพวาด, ภาพเขียน"
海外,かいがい,"foreign, abroad, overseas",JLPT JLPT_2 JLPT_3,qq4=IgxkU<,"ต่างประเทศ, ต่างแดน, ต่างแดน"
会計,かいけい,"account, finance",JLPT JLPT_2 JLPT_3,bX?OL%f/L+,บัญชี การเงิน
解決,かいけつ,"settlement, solution, resolution",JLPT JLPT_2 JLPT_3,rmn(v?B?3g,การประนีประนอม การแก้ปัญหา การยุติ
会合,かいごう,"meeting, assembly",JLPT JLPT_2 JLPT_3,f9BQ|i/j|},"การประชุม, การชุมนุม"
外交,がいこう,diplomacy,JLPT JLPT_2 JLPT_3,A]90<@ohwE,การทูต
開始,かいし,"start, commencement, beginning",JLPT JLPT_2 JLPT_3,qgkolirBJK,"เริ่ม, การเริ่มต้น, จุดเริ่มต้น"
解釈,かいしゃく,"explanation, interpretation",JLPT JLPT_2 JLPT_3,Ih/AkEg/|E,คำอธิบาย การตีความ
外出,がいしゅつ,"outing, going out",JLPT JLPT_2 JLPT_3,Ol@%UFQ/rD,"ออกไปข้างนอก, ออกไปข้างนอก"
改善,かいぜん,"betterment, improvement",JLPT JLPT_2 JLPT_3,fv+>GYURp:,การพัฒนาให้ดีขึ้น
快適,かいてき,"pleasant, agreeable",JLPT JLPT_2 JLPT_3,Bh^`k;OTy|,"น่าพอใจ, สบายใจ"
回復,かいふく,"recovery (from illness), rehabilitation, restoration",JLPT JLPT_2 JLPT_3,wc6OB#:n9.,"การฟื้นตัว (จากความเจ็บป่วย), การฟื้นฟู, การคืนสภาพ"
飼う,かう,to keep; to own (a pet); to raise; to feed,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,wfURRt4tC[,เก็บไว้; เป็นเจ้าของ (สัตว์เลี้ยง); เลี้ยงดู; ให้อาหาร
帰す,かえす,to send back,JLPT JLPT_2 JLPT_3,LZ<.!]FC|8,เพื่อส่งคืน
代える,かえる,"to exchange, to interchange, to substitute",JLPT JLPT_2 JLPT_3,Ccj6!`~jPu,"แลกเปลี่ยน, สลับเปลี่ยน, ทดแทน"
替える,かえる,"to exchange, to interchange, to substitute",JLPT JLPT_2 JLPT_3,"Fv2F,v+u]8","แลกเปลี่ยน, สลับเปลี่ยน, ทดแทน"
換える,かえる,"to exchange, to interchange, to substitute",JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,mmtj;wD(Zd,"แลกเปลี่ยน, สลับเปลี่ยน, ทดแทน"
反る,かえる,"to warp, to be warped, to curve",JLPT JLPT_2 JLPT_3,"vDLMxa,sN/","บิดเบี้ยว, ถูกบิดเบี้ยว, โค้งงอ"
香り,かおり,"aroma, fragrance",JLPT JLPT_2 JLPT_3,me}_g<26n*,"กลิ่นหอม, น้ำหอม"
画家,がか,painter,JLPT JLPT_2 JLPT_3,Pl:-st.KZ+,จิตรกร
抱える,かかえる,to hold or carry under or in the arms,JLPT JLPT_2 JLPT_3,"PQR[r=WB$,",ถือหรืออุ้มไว้ใต้หรือในอ้อมแขน
価格,かかく,"price, value",JLPT JLPT_2 JLPT_3,xFP@p4LxH5,"ราคา, มูลค่า"
化学,かがく,chemistry,JLPT JLPT_2 JLPT_3,Sh/.K7MGJ,เคมี
輝く,かがやく,"to shine, to glitter, to sparkle",JLPT JLPT_2 JLPT_3,Dzyp)tD%e,"ส่องแสง, ระยิบระยับ, เปล่งประกาย"
係,かかり,person in charge,JLPT JLPT_2 JLPT_3,Q&QZSK._J<,ผู้รับผิดชอบ
罹る,かかる,to suffer from,JLPT JLPT_2 JLPT_3,h_Phc0xEm%,ทนทุกข์ทรมานจาก
限る,かぎる,"to restrict, to limit, to confine",JLPT JLPT_2 JLPT_3,Ku)jdi.uTn,"จำกัด, ควบคุม, กักขัง"
掻く,かく,to scratch,JLPT JLPT_2 JLPT_3,K):N$B19m+,เพื่อขูดขีด
描く,かく,"to draw, to depict, to describe",JLPT JLPT_2 JLPT_3,grO;5{y}I|,"วาด, พรรณนา, อธิบาย"
嗅ぐ,かぐ,"to sniff, to smell",JLPT JLPT_2 JLPT_3,vaKqc&PyP9,ดมกลิ่น
家具,かぐ,furniture,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,gqN}MYosw6,เฟอร์นิเจอร์
学,がく,"learning, knowledge",JLPT JLPT_2 JLPT_3,w:XhV>-rir,การเรียนรู้ ความรู้
額,がく,amount; frame,JLPT JLPT_2 JLPT_3,iG]&$wbDKv,จำนวน; กรอบ
覚悟,かくご,"resolution, resignation, readiness",JLPT JLPT_2 JLPT_3,j/*:m6x0J),มติ การลาออก ความพร้อม
確実,かくじつ,"certainty, reliability, soundness",JLPT JLPT_2 JLPT_3,Nzie2SM<&O,ความแน่นอน ความน่าเชื่อถือ ความมั่นคง
学者,がくしゃ,scholar,JLPT JLPT_2 JLPT_3,RamhNRc=y:,นักวิชาการ
学習,がくしゅう,"study, learning",JLPT JLPT_2 JLPT_3,PHg7|5Zlfd,การศึกษา การเรียนรู้
隠す,かくす,"to hide, to conceal",JLPT JLPT_2 JLPT_3,vMufH!:aAV,"ซ่อน, ปกปิด"
拡大,かくだい,"magnification, enlargement",JLPT JLPT_2 JLPT_3,f7kQq91Ua<,"การขยายภาพ, การซูมเข้า"
確認,かくにん,"affirmation, confirmation",JLPT JLPT_2 JLPT_3,kk{ITQ}D*5,"การยืนยัน, การอนุมัติ"
学問,がくもん,"scholarship, study, learning",JLPT JLPT_2 JLPT_3,Jk{+Uk9@=d,ทุนการศึกษา การศึกษา การเรียนรู้
隠れる,かくれる,"to hide, to be hidden",JLPT JLPT_2 JLPT_3,Iv9k~&!9Sa,"ซ่อนตัว, ถูกซ่อนไว้"
影,かげ,"shade, shadow, other side",JLPT JLPT_2 JLPT_3,e~q8TnSV#A,"เงา, เงา, อีกด้านหนึ่ง"
陰,かげ,"shade, shadow, other side",JLPT JLPT_2 JLPT_3,JZ1GmL8t.y,"เงา, เงา, อีกด้านหนึ่ง"
欠ける,かける,to be lacking,JLPT JLPT_2 JLPT_3,c*r`UH]nG8,ขาดแคลน
加減,かげん,adjustment; addition and subtraction,JLPT JLPT_2 JLPT_3,h.?lP}8!)~,การปรับค่า; การบวกและการลบ
過去,かこ,past,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,"dbDE7?,;2l",อดีต
籠,かご,"basket, cage",JLPT JLPT_2 JLPT_3,nt-Kbv73>],"ตะกร้า, กรง"
囲む,かこむ,"to surround, to encircle",JLPT JLPT_2 JLPT_3,"AC8Gt39]%,","ล้อมรอบ, โอบล้อม"
火災,かさい,"conflagration, fire",JLPT JLPT_2 JLPT_3,C?jW[uV]~u,"เพลิงไหม้, ไฟไหม้"
重なる,かさなる,"to be piled up, lie on top of one another",JLPT JLPT_2 JLPT_3,qEGvs]3ApH,กองทับกัน นอนทับกัน
重ねる,かさねる,"to pile up, to put something on another, to heap up",JLPT JLPT_2 JLPT_3,i%7_$Pa~m],"กองซ้อนกัน, วางสิ่งหนึ่งทับอีกสิ่งหนึ่ง, สะสม"
飾り,かざり,decoration,JLPT JLPT_2 JLPT_3,b$htguAWNP,การตกแต่ง
貸し,かし,"loan, lending",JLPT JLPT_2 JLPT_3,hK1t$y~&<,"เงินกู้, การให้กู้ยืม"
菓子,かし,"confectionery, sweet",JLPT JLPT_2 JLPT_3,uK+`Lg$t0E,ขนมหวาน
家事,かじ,household matters; housework (same as 家の仕事 (いえのしごと)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.22 Genki,oS4iCB;y-f,เรื่องในครัวเรือน งานบ้าน (เหมือนกับ 家の仕事 (いえのしごと))
賢い,かしこい,"wise, clever, smart",JLPT JLPT_2 JLPT_3,rE7F6b61Rm,ฉลาด หลักแหลม หลักแหลม
歌手,かしゅ,singer,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,NmC8EM=]mA,นักร้อง
数,かず,"number, figure, amount",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,DD:chgc^KO,"ตัวเลข, จำนวน, ปริมาณ"
稼ぐ,かせぐ,"to earn income, to labor",JLPT JLPT_2 JLPT_3,rzTOas5wcB,เพื่อหารายได้ เพื่อทำงาน
数える,かぞえる,to count,JLPT JLPT_2 JLPT_3,J-q>{61#D9,นับ
型,かた,"mold, model, style",JLPT JLPT_2 JLPT_3,p8F!A2no<N,"แม่พิมพ์, แบบจำลอง, สไตล์"
肩,かた,shoulder,JLPT JLPT_2 JLPT_3,dyYF&B&tH[,ไหล่
堅い,かたい,"hard, firm, solid",JLPT JLPT_2 JLPT_3,Pf^;5Zn/;l,แข็ง แน่น มั่นคง
硬い,かたい,"hard, firm, solid",JLPT JLPT_2 JLPT_3,"A5A<hg!,v}",แข็ง แน่น มั่นคง
方々,かたがた,persons,JLPT JLPT_2 JLPT_3,hkfynYZJHd,บุคคล
片付く,かたづく,"to put in order, to solve",JLPT JLPT_2 JLPT_3,ijUQHB/ROv,"จัดเรียงให้เป็นระเบียบ, แก้ไข"
刀,かたな,"sword, saber",JLPT JLPT_2 JLPT_3,E>:sV*K^8H,"ดาบ, กระบี่"
語る,かたる,"to talk, to tell, to recite",JLPT JLPT_2 JLPT_3,K~y=o(hWS(,"พูด, บอกเล่า, ท่องจำ"
勝ち,かち,"win, victory",JLPT JLPT_2 JLPT_3,f)TI}tuNi!,ชัยชนะ
価値,かち,"value, worth, merit",JLPT JLPT_2 JLPT_3,B$%nCt/^FZ,"คุณค่า, ความคุ้มค่า, คุณสมบัติ"
がっかり,がっかり,"feel disappointed, be dejected, lose heart",JLPT JLPT_2 JLPT_3,r9|(w>UYj4,รู้สึกผิดหวัง ท้อแท้ หมดกำลังใจ
活気,かっき,vigor; liveliness; vitality; energy,JLPT Intermediate_Japanese JLPT_1 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,HUA^lTjb!P,ความแข็งแรง; ความมีชีวิตชีวา; พลังงาน; ความกระฉับกระเฉง
楽器,がっき,musical instrument,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki,zj[&tINbu_,เครื่องดนตรี
学期,がっき,term (school),JLPT JLPT_2 JLPT_3,rPinGb_30Q,ภาคเรียน (โรงเรียน)
活動,かつどう,"action, activity",JLPT JLPT_2 JLPT_3,wt]>L`Ku^c,การกระทำ กิจกรรม
活躍,かつやく,activity,JLPT JLPT_2 JLPT_3,eCZu2QGL8i,กิจกรรม
活用,かつよう,conjugation; practical use,JLPT JLPT_2 JLPT_3,fVw4kRg|j),การผันคำกริยา; การใช้งานจริง
仮定,かてい,"assumption, supposition, hypothesis",JLPT JLPT_2 JLPT_3,O=OdQ3=*sS,"การสันนิษฐาน, การคาดการณ์, สมมติฐาน"
過程,かてい,process,JLPT JLPT_2 JLPT_3,x/zB4*S269,กระบวนการ
課程,かてい,"course, curriculum",JLPT JLPT_2 JLPT_3,"g,{yU7}}eo","หลักสูตร, แผนการเรียน"
悲しむ,かなしむ,"to be sad, to mourn for, to regret",JLPT JLPT_2 JLPT_3,z^+]Gk=mf_,"เศร้าโศก, โศกเสียใจ, เสียดาย"
必ずしも,かならずしも,"(not) always, (not) necessarily",JLPT JLPT_2 JLPT_3,vW8w*Wj8S6,"(ไม่) เสมอไป, (ไม่) จำเป็นเสมอไป"
かなり,かなり,"considerably, fairly, quite",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,zc@WXAK&cO,มากพอสมควร ค่อนข้างมาก
金,かね,"gold, metal; money",JLPT JLPT_2 JLPT_3,sL^]E[vBWQ,ทองคำ โลหะ เงิน
鐘,かね,"bell, chime",JLPT JLPT_2 JLPT_3,uWo]p3>gV),"ระฆัง, เสียงกระดิ่ง"
可能,かのう,"possible, practicable, feasible",JLPT JLPT_2 JLPT_3,s89#AFndfj,เป็นไปได้ ปฏิบัติได้ สมเหตุสมผล
株,かぶ,stock; stump (of tree),JLPT JLPT_2 JLPT_3,i!::Yg?ZPB,ตอไม้; ตอ (ของต้นไม้)
被る,かぶる,to wear; to be covered with,JLPT JLPT_2 JLPT_3,KZvZ3xJvf=,สวมใส่; ถูกปกคลุมด้วย
我慢,がまん,"patience, endurance, perseverance",JLPT JLPT_2 JLPT_3,b.uAP*cO(_,ความอดทน ความเพียร ความพากเพียร
上,かみ,first volume; superior quality; governmental,JLPT JLPT_2 JLPT_3,B2f-z2M%?X,เล่มแรก; คุณภาพเยี่ยม; ภาครัฐ
神,かみ,god,JLPT JLPT_2 JLPT_3,bOG}3!+.y2,พระเจ้า
雷,かみなり,thunder,JLPT JLPT_2 JLPT_3,A`y:r{2n8V,ฟ้าร้อง
髪の毛,かみのけ,hair (head),JLPT JLPT_2 JLPT_3,k>oV)Rt7]w,ผม (ศีรษะ)
