expression,reading,meaning,tags,guid,ความหมาย
お袋,おふくろ,mother,JLPT_1 JLPT,Iky=(#jNrr,แม่
覚え,おぼえ,"memory, sense, experience",JLPT_1 JLPT,z/W-oJ8vaW,ความทรงจำ สัมผัส ประสบการณ์
おまけ,おまけ,a discount; something additional,JLPT_1 JLPT,rsBcP;b`Jp,ส่วนลด; สิ่งเพิ่มเติม
お宮,おみや,Shinto shrine,JLPT_1 JLPT,COvUCQv?BW,ศาลเจ้าชินโต
おむつ,おむつ,"diaper, nappy",JLPT_1 JLPT,FRkuxmL~/i,"ผ้าอ้อม, ผ้าอ้อมเด็ก"
思い付き,おもいつき,"plan, idea, suggestion",JLPT_1 JLPT,gk=p@=>B|;,"แผน, แนวคิด, ข้อเสนอแนะ"
趣,おもむき,"flavor, appearance, quaint",JLPT_1 JLPT,o+otz^p(oN,รสชาติ รูปลักษณ์ ความแปลกตา
赴く,おもむく,"to go, to proceed",JLPT_1 JLPT,E5WffQ+ViL,"ไป, ดำเนินการต่อไป"
重んじる,おもんじる,"to respect, to honor, to esteem, to prize",JLPT_1 JLPT,"gj_$ok,;mR",เพื่อเคารพ เพื่อยกย่อง เพื่อนับถือ เพื่อชื่นชม
重んずる,おもんずる,"to honor, to respect, to value",JLPT_1 JLPT,c;eXv;e7cc,เพื่อเป็นเกียรติ เพื่อแสดงความเคารพ เพื่อให้คุณค่า
親父,おやじ,"one's father, old man, one's boss",JLPT_1 JLPT,g;f)J>kju#,"พ่อ, ชายชรา, เจ้านาย"
及び,および,"and, as well as",JLPT_1 JLPT,"F5z-<*3Tg,",และรวมถึง
及ぶ,およぶ,"to reach, to extend",JLPT_1 JLPT,Lj7$<D<:Dd,เพื่อไปถึง เพื่อขยายออกไป
折,おり,"chance, occasion",JLPT_1 JLPT,y[AaTw+T{(,"โอกาส, โอกาส"
檻,おり,"cage, pen, jail cell",JLPT_1 JLPT,Lj@q6`R`I<,"กรง, คอก, ห้องขัง"
オリエンテーション,オリエンテーション,orientation,JLPT_1 JLPT,i;fk@T:&ys,ปฐมนิเทศ
折り返す,おりかえす,"to turn up, to fold back",JLPT_1 JLPT,x-(77`TIyH,"โผล่ขึ้นมา, พับกลับ"
織物,おりもの,"textile, fabric",JLPT_1 JLPT,@6F9JKGsN,"สิ่งทอ, ผ้า"
俺,おれ,I (ego) (boastful first-person pronoun),JLPT_1 JLPT,M3v%b}<>}t,ฉัน (อัตตา) (สรรพนามบุรุษที่หนึ่งที่แสดงความโอ้อวด)
愚か,おろか,"foolish, stupid",JLPT_1 JLPT,Ch>U~}L@[9,โง่เขลา งี่เง่า
おろそか,おろそか,"neglect, negligence, carelessness",JLPT_1 JLPT,H$%#VMqb~n,"การละเลย, ความประมาท, ความไม่ระมัดระวัง"
おんぶ,おんぶ,carrying on one's back (erg. Baby),JLPT_1 JLPT,w[CU60-p%`,แบกไว้บนหลัง (เช่น เด็กทารก)
オンライン,オンライン,on-line,JLPT_1 JLPT,i=qSrR2s#(,ออนไลน์
温和,おんわ,"gentle, mild, moderate",JLPT_1 JLPT,II+hgA8I:B,อ่อนโยน นุ่มนวล ปานกลาง
我,が～,ego,JLPT_1 JLPT,KEYq:ht}?d,อาตมา
カーペット,カーペット,carpet,JLPT_1 JLPT,fn]9l!yDf>,พรม
～界,～かい,"world, circle, kingdom",JLPT_1 JLPT,d]il$5=Qs$,โลก วงกลม อาณาจักร
～街,～がい,town,JLPT_1 JLPT,PH:pbBSE|j,เมือง
改悪,かいあく,"deterioration, changing for the worse",JLPT_1 JLPT,/C5*Xn=Cv,เสื่อมโทรมลง เปลี่ยนแปลงไปในทางที่แย่ลง
海運,かいうん,marine transportation,JLPT_1 JLPT,"CDcOa:,]6U",การขนส่งทางทะเล
外貨,がいか,foreign money,JLPT_1 JLPT,P{MzU_0f=F,เงินต่างประเทศ
改革,かいかく,"reform, reformation, innovation",JLPT_1 JLPT,"nxg,|fRPK9",การปฏิรูป การปฏิรูป นวัตกรรม
貝殻,かいがら,shell,JLPT_1 JLPT,rr4Z^$`(_`,เปลือก
外観,がいかん,"appearance, exterior, facade",JLPT_1 JLPT,JF[`}jk]g#,"ลักษณะภายนอก, ด้านหน้าอาคาร"
階級,かいきゅう,"class, rank, grade",JLPT_1 JLPT,G#*h9O@`+|,"ชั้น, ยศ, เกรด"
海峡,かいきょう,channel,JLPT_1 JLPT,jy18h1NAzv,ช่อง
会見,かいけん,"interview, conference",JLPT_1 JLPT,umW!}@pgti,การสัมภาษณ์ การประชุม
介護,かいご,nursing,JLPT_1 JLPT,kEe>~$Z:bi,การพยาบาล
開催,かいさい,"holding a meeting, open an exhibition",JLPT_1 JLPT,%(;Yq~m~L,จัดการประชุม เปิดนิทรรศการ
回収,かいしゅう,"collection, recovery",JLPT_1 JLPT,j[pPaa[c]=,การรวบรวม การกู้คืน
改修,かいしゅう,"repair, improvement",JLPT_1 JLPT,QiUw+PPipY,ซ่อมแซม ปรับปรุง
怪獣,かいじゅう,monster,JLPT_1 JLPT,r8Gl`sM7J8,มอนสเตอร์
解除,かいじょ,"cancellation, release, cancel",JLPT_1 JLPT,Mgd/-R9vWQ,"การยกเลิก, การปล่อยตัว, ยกเลิก"
外相,がいしょう,Foreign Minister,JLPT_1 JLPT,yrLi>.nXho,รัฐมนตรีต่างประเทศ
害する,がいする,"to harm, to offend",JLPT_1 JLPT,Hi`w1ksG:H,"ทำร้าย, ทำให้ขุ่นเคือง"
概説,がいせつ,"general statement, outline",JLPT_1 JLPT,nT]AQT3`Q*,"คำแถลงทั่วไป, โครงร่าง"
回送,かいそう,forwarding,JLPT_1 JLPT,L?pD4!Fpg8,การส่งต่อ
階層,かいそう,"class, level, stratum, hierarchy",JLPT_1 JLPT,H^MD?o[__x,"ชั้น, ระดับ, ลำดับชั้น, ลำดับชั้น"
開拓,かいたく,"cultivation, pioneer",JLPT_1 JLPT,FypVZrRtNH,การเพาะปลูก ผู้บุกเบิก
会談,かいだん,"conversation, interview",JLPT_1 JLPT,uN=.m/8Z~3,การสนทนา การสัมภาษณ์
改定,かいてい,reform,JLPT_1 JLPT,g6THSZ_v^<,ปฏิรูป
改訂,かいてい,revision,JLPT_1 JLPT,v0XHWw$0B0,การแก้ไข
ガイド,ガイド,guide,JLPT_1 JLPT,CvJbP*(I@%,แนะนำ
街道,かいどう,highway,JLPT_1 JLPT,N$n&)AJVWA,ทางหลวง
該当,がいとう,"corresponding, answering to, coming under",JLPT_1 JLPT,nkZ}`ld7f?,"สอดคล้อง, ตอบสนองต่อ, อยู่ภายใต้"
街頭,がいとう,in the street,JLPT_1 JLPT,tQu}Nu#P].,บนถนน
ガイドブック,ガイドブック,guidebook,JLPT_1 JLPT,Eo9u]7eh((,คู่มือ
介入,かいにゅう,intervention,JLPT_1 JLPT,pZJnTW/Kh#,การแทรกแซง
概念,がいねん,"general idea, concept, notion",JLPT_1 JLPT,E|SNJ<R/iJ,"แนวคิดทั่วไป, ความคิด, แนวคิด"
開発,かいはつ,"development, exploitation",JLPT_1 JLPT,Kw[.UTN4^R,การพัฒนา การแสวงหาประโยชน์
海抜,かいばつ,height above sea level,JLPT_1 JLPT,jLVxr@vo2y,ความสูงเหนือระดับน้ำทะเล
介抱,かいほう,"nursing, looking after",JLPT_1 JLPT,j$OYFEbGs|,การพยาบาล การดูแล
解剖,かいぼう,"dissection, autopsy",JLPT_1 JLPT,iL)PO8n0NO,"การผ่าตัด, การชันสูตรศพ"
外来,がいらい,"(abbr.) imported, outpatient clinic",JLPT_1 JLPT,~V$m/9|o},(ย่อ) คลินิกผู้ป่วยนอกที่นำเข้า
回覧,かいらん,circulation,JLPT_1 JLPT,E}}4:_!82P,การหมุนเวียน
概略,がいりゃく,"outline, summary, gist",JLPT_1 JLPT,N)qY<nUP|*,"โครงร่าง, สรุป, ใจความสำคัญ"
海流,かいりゅう,ocean current,JLPT_1 JLPT,xa/eyqaPDe,กระแสน้ำในมหาสมุทร
改良,かいりょう,"improvement, reform",JLPT_1 JLPT,"v?jE,5xyr`",การปรับปรุง การปฏิรูป
回路,かいろ,circuit (electric),JLPT_1 JLPT,fdIy<8[a*F,วงจร (ไฟฟ้า)
海路,かいろ,sea route,JLPT_1 JLPT,t536M9u42&,เส้นทางทะเล
省みる,かえりみる,to reflect,JLPT_1 JLPT,taa>Gm>Nxx,เพื่อสะท้อน
顧みる,かえりみる,"to look back, to turn around, to review",JLPT_1 JLPT,ho_c78W;*R,เพื่อหวนมองย้อนกลับไป เพื่อหันกลับไป เพื่อทบทวน
顔付き,かおつき,facial expression,JLPT_1 JLPT,k<|EsPF(U~,การแสดงออกทางสีหน้า
課外,かがい,extracurricular,JLPT_1 JLPT,ImdEjfLr)>,กิจกรรมนอกหลักสูตร
掲げる,かかげる,"to hoist, to fly (a sail), to float (a flag)",JLPT_1 JLPT,Q[6r`gY-ir,"ชักขึ้น, กางใบเรือ, โบกธง"
かかと,かかと,shoe heel,JLPT_1 JLPT,F`djJ$owDP,ส้นรองเท้า
書き取る,かきとる,"to write down, to take dictation",JLPT_1 JLPT,OeW)s:B>?h,"เขียนลงไป, จดบันทึกตามคำบอก"
掻き回す,かきまわす,"to stir up, to churn, to disturb",JLPT_1 JLPT,"wp9#,9/+Z4",กวน ปั่น ปั่นป่วน
かく (はじを),かく (はじを),to humiliate oneself,JLPT_1 JLPT,h*j3Yxxcj{,เพื่อทำให้ตัวเองอับอาย
～画,～かく,~ strokes,JLPT_1 JLPT,G#l-jHUMTG,~ จังหวะ
学芸,がくげい,"arts and sciences, liberal arts",JLPT_1 JLPT,xM-CyLgdV},"ศิลปศาสตร์และวิทยาศาสตร์, ศิลปศาสตร์เสรี"
格差,かくさ,"difference, disparity",JLPT_1 JLPT,zvfu/3%U&J,ความแตกต่าง ความเหลื่อมล้ำ
拡散,かくさん,"scattering, diffusion",JLPT_1 JLPT,y__Cg;3rb:,การกระเจิง การแพร่กระจาย
学士,がくし,university graduate,JLPT_1 JLPT,Pq<3#+rCX),ผู้สำเร็จการศึกษาจากมหาวิทยาลัย
各種,かくしゅ,"every kind, all sorts",JLPT_1 JLPT,Jb^Vb%.N$q,ทุกชนิด ทุกประเภท
隔週,かくしゅう,every other week,JLPT_1 JLPT,QbwTj%&$c),ทุกๆ สองสัปดาห์
確信,かくしん,"conviction, confidence",JLPT_1 JLPT,zEL{[Q8QNW,ความเชื่อมั่น ความมั่นใจ
革新,かくしん,"reform, innovation",JLPT_1 JLPT,ti4?AE7Yh@,การปฏิรูป นวัตกรรม
学説,がくせつ,theory,JLPT_1 JLPT,GlxSp@=1Ze,ทฤษฎี
確定,かくてい,"fixed, decision",JLPT_1 JLPT,"e18p,U0K#7",การตัดสินใจที่กำหนดไว้
カクテル,カクテル,cocktail,JLPT_1 JLPT,"E($,YP#I6d",ค็อกเทล
獲得,かくとく,"acquisition, possession",JLPT_1 JLPT,"B^,*K>>n_|",การได้มา การครอบครอง
楽譜,がくふ,"score (music, sheet music)",JLPT_1 JLPT,qMA}9*EjCn,"โน้ตเพลง (ดนตรี, โน้ตดนตรี)"
確保,かくほ,"guarantee, insure, secure",JLPT_1 JLPT,uY<*K%.TG@,"รับประกัน, ประกันภัย, รักษาความปลอดภัย"
革命,かくめい,revolution,JLPT_1 JLPT,O;mF68dq6Q,การปฎิวัติ
確立,かくりつ,establishment,JLPT_1 JLPT,m(/`$&[BF3,การจัดตั้ง
賭,かけ,"betting, gambling, a gamble",JLPT_1 JLPT,s:YO~5k/sp,การพนัน การเสี่ยงโชค
掛～,かけ～,credit,JLPT_1 JLPT,c#>^nQjhVy,เครดิต
～掛け,～かけ,"rack, hanger",JLPT_1 JLPT,"Lr[e?zZ5,<","ราวแขวน, ที่แขวน"
崖,がけ,cliff,JLPT_1 JLPT,lH2H25www/,หน้าผา
駆け足,かけあし,"running fast, double time",JLPT_1 JLPT,Nd5EP#88A|,วิ่งเร็ว สองเท่า
家計,かけい,"household economy, family finances",JLPT_1 JLPT,vh}KbR&s=#,เศรษฐกิจครัวเรือน การเงินครอบครัว
駆けっこ,かけっこ,(foot) race,JLPT_1 JLPT,"A8,h2([S[A",(วิ่ง) แข่ง
加工,かこう,"manufacturing, processing, treatment",JLPT_1 JLPT,E^@%K2YN]n,การผลิต การแปรรูป การบำบัด
化合,かごう,chemical combination,JLPT_1 JLPT,my>j<9l(Hz,การรวมตัวทางเคมี
かさばる,かさばる,to be bulky,JLPT_1 JLPT,"nuG,E:/*HK",มีขนาดใหญ่
かさむ,かさむ,"to pile up, to increase",JLPT_1 JLPT,D*tj!&=/|(,"สะสม, เพิ่มขึ้น"
箇条書,かじょうがき,"itemized form, itemization",JLPT_1 JLPT,uU[=f*p0xK,"แบบฟอร์มแยกรายการ, รายการย่อย"
頭,かしら,"head, chief",JLPT_1 JLPT,qKQ^U]P!d/,"หัวหน้า, หัวหน้า"
微か,かすか,"faint, dim, weak",JLPT_1 JLPT,"iuQ;E47,]H","จาง, มืด, อ่อน"
霞む,かすむ,"to grow hazy, to be misty",JLPT_1 JLPT,Muk^XW#N{G,"กลายเป็นหมอกจางๆ, มีหมอกลง"
擦る,かする,"to rub, to chafe",JLPT_1 JLPT,b*c:1ipqfg,"ถู, เสียดสี"
火星,かせい,Mars,JLPT_1 JLPT,hK6{i6DNme,ดาวอังคาร
化石,かせき,"fossil, petrifaction, fossilization",JLPT_1 JLPT,i)2P[%uf@w,"ฟอสซิล, การกลายเป็นหิน, การเกิดฟอสซิล"
河川,かせん,rivers,JLPT_1 JLPT,j9XYM<zDW5,แม่น้ำ
化繊,かせん,synthetic fibers,JLPT_1 JLPT,A<4D0W-y5X,เส้นใยสังเคราะห์
過疎,かそ,depopulation,JLPT_1 JLPT,C6FP<#I<*d,การลดจำนวนประชากร
片～,かた～,single ~,JLPT_1 JLPT,p/$/VrksK},โสด ~
片言,かたこと,"broken (in reference to speaking style, e.g., Japanese)",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,nEkc_9&ki`,ผิดเพี้ยน (ในความหมายของรูปแบบการพูด เช่น ภาษาญี่ปุ่น)
傾ける,かたむける,"to incline, to tilt, to bend",JLPT_1 JLPT,g+aTq;z^TG,"เอียง, ลาดเอียง, โค้งงอ"
固める,かためる,"to harden, to freeze, to fortify",JLPT_1 JLPT,M}jO{cRWN^,"ทำให้แข็งตัว, ทำให้เป็นน้ำแข็ง, ทำให้แข็งแกร่ง"
傍ら,かたわら,"beside(s, while, nearby",JLPT_1 JLPT,H(u3_23(VR,ข้างๆ ขณะที่ ใกล้เคียง
花壇,かだん,flower bed,JLPT_1 JLPT,vyDiG-w#Vb,แปลงดอกไม้
家畜,かちく,"domestic animals, livestock, cattle",JLPT_1 JLPT,sf(M2A{2zC,สัตว์เลี้ยงในบ้าน ปศุสัตว์ โค
且つ,かつ,"yet, and",JLPT_1 JLPT,"bxhWiXnmE,",อย่างไรก็ตาม และ
がっくり,がっくり,heartbroken,JLPT_1 JLPT,n#j+;o[:]<,อกหัก
合唱,がっしょう,"chorus, singing in a chorus",JLPT_1 JLPT,"ck-jle>!,g",คณะนักร้องประสานเสียง ร้องเพลงเป็นกลุ่ม
がっしり,がっしり,"firmly, solidly, tough",JLPT_1 JLPT,Kl0>:WZG~Z,มั่นคง แข็งแรง ทนทาน
合致,がっち,"agreement, concurrence, conforming to",JLPT_1 JLPT,Af^(s-@)C7,"ข้อตกลง, ความเห็นพ้อง, การปฏิบัติตาม"
がっちり,がっちり,"solidly built, tightly",JLPT_1 JLPT,dl.]7IVV60,สร้างอย่างแข็งแรง แน่นหนา
かつて,かつて,"once, before, formerly",JLPT_1 JLPT,fI;@sLyG_Q,ครั้งหนึ่ง ก่อนหน้านี้ ในอดีต
勝手,かって,"kitchen; one's way, selfishness",JLPT_1 JLPT,r+VI)d1wQ0,"ห้องครัว; วิถีของตนเอง, ความเห็นแก่ตัว"
カット,カット,"cut, cutting",JLPT_1 JLPT,Q+NVsyIn!c,"ตัด, การตัด"
活発,かっぱつ,"vigor, active",JLPT_1 JLPT,M`7Eo@!%5A,พลัง ความกระฉับกระเฉง
合併,がっぺい,"combination, amalgamation, merger",JLPT_1 JLPT,h>=`Vc9TZZ,การรวมกัน การรวมกิจการ การควบรวม
カテゴリー,カテゴリー,category,JLPT_1 JLPT,JAwB1=<{pF,หมวดหมู่
叶う,かなう,to come true,JLPT_1 JLPT,E5LD5p#as=,เป็นจริง
叶える,かなえる,"to grant (request, wish)",JLPT_1 JLPT,x!3$MxvZF0,"เพื่ออนุมัติ (คำขอ, ความปรารถนา)"
金槌,かなづち,(iron) hammer,JLPT_1 JLPT,C7&9nlfhkO,ค้อน (เหล็ก)
かなわない,かなわない,"be beyond one's power, be unable",JLPT_1 JLPT,i9$e:WA[rV,เกินกำลัง ไม่สามารถควบคุมได้
加入,かにゅう,"becoming a member, admission",JLPT_1 JLPT,"w%]Rn6,Z,X",การเป็นสมาชิก การรับเข้าเป็นสมาชิก
予て,かねて,"previously, already, lately",JLPT_1 JLPT,i+&=;*57v},ก่อนหน้านี้แล้ว เมื่อเร็วๆ นี้
庇う,かばう,"to protect someone, to&nbsp;&nbsp;cover up for someone",JLPT_1 JLPT,e-}GY5UR@1,เพื่อปกป้องใครบางคน เพื่อปกปิดความผิดของใครบางคน
株式,かぶしき,stock,JLPT_1 JLPT,nMsDO&gGxt,คลังสินค้า
かぶれる,かぶれる,to react to; to be influenced by,JLPT_1 JLPT,C5U+~~@Gnd,ตอบสนองต่อ; ได้รับอิทธิพลจาก
花粉,かふん,pollen,JLPT_1 JLPT,Gm8]&VGB-;,เรณู
貨幣,かへい,"money, currency, coinage",JLPT_1 JLPT,F<$WXw={D<,"เงิน, สกุลเงิน, เหรียญกษาปณ์"
構える,かまえる,to set up,JLPT_1 JLPT,jB<-nj(U&|,เพื่อตั้งค่า
過密,かみつ,crowded,JLPT_1 JLPT,AOD1mkToDl,แออัด
噛み切る,かみきる,"to bite off, to gnaw through",JLPT_1 JLPT,"hh,VOk`A<;","กัดขาด, แทะผ่าน"
カムバック,カムバック,comeback,JLPT_1 JLPT,HjHeH1>k=t,การกลับมา
カメラマン,カメラマン,cameraman,JLPT_1 JLPT,:MlB;<{_:,ช่างภาพ
粥,かゆ,rice porridge,JLPT_1 JLPT,fFz9w`]5pq,โจ๊ก
体付き,からだつき,"body build, figure",JLPT_1 JLPT,D?fkTo{@|E,"รูปร่าง, หุ่น"
絡む,からむ,"to entangle, to entwine",JLPT_1 JLPT,O17r;^Y(oJ,"พันกัน, เกี่ยวพันกัน"
かりに,かりに,"temporarily; if, for argument's sake",JLPT_1 JLPT,c$0g$/@+f7,ชั่วคราว; ถ้าเพื่อเป็นการยกตัวอย่าง
カルテ,カルテ,clinical records (GER: Karte),JLPT_1 JLPT,GwQApsAV[E,บันทึกทางการแพทย์ (GER: Karte)
ガレージ,ガレージ,garage (at house),JLPT_1 JLPT,LKr$xf+m)f,โรงรถ (ที่บ้าน)
過労,かろう,"overwork, strain",JLPT_1 JLPT,Dx#E|nd<`@,การทำงานหนักเกินไป ความเครียด
かろうじて,かろうじて,"barely, narrowly",JLPT_1 JLPT,wzpJb%R2eZ,เฉียดฉิวมาก
交す,かわす,to exchange,JLPT_1 JLPT,ytWMD-K7Sv,เพื่อแลกเปลี่ยน
代る代る,かわるがわる,alternately,JLPT_1 JLPT,Q<D|kTCMFu,สลับกัน
簡易,かんい,"simplicity, easiness, quasi-",JLPT_1 JLPT,Qdl&|7}97?,ความเรียบง่าย ความง่ายดาย กึ่งๆ-
灌漑,かんがい,irrigation,JLPT_1 JLPT,x3v&{30@Ie,การชลประทาน
眼科,がんか,ophthalmology,JLPT_1 JLPT,y$)@b7Z=25,จักษุวิทยา
眼球,がんきゅう,eyeball,JLPT_1 JLPT,ppa9QzmFoc,ลูกตา
玩具,がんぐ,toy,JLPT_1 JLPT,Fu?U%1UjU`,ของเล่น
簡潔,かんけつ,"brevity, concise, simple",JLPT_1 JLPT,Ch64u(7Zi6,กระชับ สั้น เข้าใจง่าย
還元,かんげん,"resolution, reduction, return",JLPT_1 JLPT,b1~cd_rb8g,ความละเอียด การลดลง การส่งคืน
看護,かんご,nursing,JLPT_1 JLPT,v]`cby4zI~,การพยาบาล
漢語,かんご,"Chinese word, Sino-Japanese word",JLPT_1 JLPT,BzS`z3a0wD,"คำภาษาจีน, คำภาษาจีน-ญี่ปุ่น"
頑固,がんこ,"stubbornness, obstinacy",JLPT_1 JLPT,iS7AjV-r.~,ความดื้อรั้น ความหัวแข็ง
勧告,かんこく,"advice, counsel",JLPT_1 JLPT,ReTMd+-Cqd,"คำแนะนำ, การให้คำปรึกษา"
換算,かんさん,"conversion, change, exchange",JLPT_1 JLPT,V_iERi63U,การแปลง การเปลี่ยนแปลง การแลกเปลี่ยน
監視,かんし,"observation, guarding, surveillance",JLPT_1 JLPT,xYmgA~gB7D,การสังเกต การเฝ้ารักษา การเฝ้าระวัง
慣習,かんしゅう,usual (historical) custom,JLPT_1 JLPT,xb4/I5BD9M,ธรรมเนียมปฏิบัติทั่วไป (ในอดีต)
観衆,かんしゅう,"spectators, audience",JLPT_1 JLPT,suIg*_}y!},"ผู้ชม, ผู้ดู"
願書,がんしょ,application form,JLPT_1 JLPT,PJ0db[)2y/,แบบฟอร์มใบสมัคร
干渉,かんしょう,"interference, intervention",JLPT_1 JLPT,FlV}wK<+oD,การแทรกแซง การรบกวน
頑丈,がんじょう,"solid, firm, strong",JLPT_1 JLPT,o)b^-Y;KL),มั่นคง แข็งแรง
感触,かんしょく,"sense of touch, feeling, sensation",JLPT_1 JLPT,Ll+!^%W~Bg,สัมผัส ความรู้สึก การรับรู้
肝心,かんじん,"essential, fundamental, crucial",JLPT_1 JLPT,cGezcCU7jN,จำเป็น สำคัญ จำเป็นอย่างยิ่ง
肝腎,かんじん,"essential, fundamental, crucial",JLPT_1 JLPT,qQm@vZEhuX,จำเป็น สำคัญ จำเป็นอย่างยิ่ง
関税,かんぜい,"customs, duty, tariff",JLPT_1 JLPT,J<YhnUzDH9,ศุลกากร ภาษี อัตราภาษี
岩石,がんせき,rock,JLPT_1 JLPT,Fvc~*$ysUp,หิน
感染,かんせん,"infection, contagion",JLPT_1 JLPT,yaKv$j-u9~,"การติดเชื้อ, การแพร่กระจาย"
幹線,かんせん,"main line, trunk line",JLPT_1 JLPT,qnR@^N<xB(,"สายหลัก, สายส่ง"
簡素,かんそ,"simplicity, plain",JLPT_1 JLPT,jcV8%N9G]T,ความเรียบง่าย ตรงไปตรงมา
観点,かんてん,point of view,JLPT_1 JLPT,sRkkbw!PVn,มุมมอง
感度,かんど,"sensitivity, severity (quake)",JLPT_1 JLPT,c!Eb1-<+V1,ความไว ความรุนแรง (แผ่นดินไหว)
カンニング,カンニング,"cunning, cheat",JLPT_1 JLPT,f{(PYG4OSM,เจ้าเล่ห์ โกง
元年,がんねん,first year (of a specific reign),JLPT_1 JLPT,hmCuQzSd35,ปีแรก (ของรัชสมัยใดรัชสมัยหนึ่ง)
幹部,かんぶ,"management, executive",JLPT_1 JLPT,L1KYyf^E^2,"การจัดการ, ผู้บริหาร"
完ぺき,かんぺき,"perfection, completeness, flawless",JLPT_1 JLPT,z+SJefr{>B,"ความสมบูรณ์แบบ, ครบถ้วน, ไร้ที่ติ"
勘弁,かんべん,"pardon, forgiveness, forbearance",JLPT_1 JLPT,"l*Q,*Lu2Mg",การอภัยโทษ การยกโทษ การอดทนอดกลั้น
感無量,かんむりょう,"deep feeling, filled with emotion",JLPT_1 JLPT,h`NZ!a[CSf,ความรู้สึกที่ลึกซึ้ง เต็มไปด้วยอารมณ์
勧誘,かんゆう,"invitation, canvassing, inducement",JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,fyr>KNdC{T,การเชิญชวน การชักชวน การจูงใจ
関与,かんよ,"participation, taking part in",JLPT_1 JLPT,d<Jle/NX</,การมีส่วนร่วม การเข้าร่วม
寛容,かんよう,"forbearance, tolerance, generosity, involvement",JLPT_1 JLPT,f|A2.V0M-n,ความอดทน ความใจกว้าง ความเอื้อเฟื้อเผื่อแผ่ การมีส่วนร่วม
元来,がんらい,"originally, naturally",JLPT_1 JLPT,Cno5E):pRp,เดิมทีตามธรรมชาติ
観覧,かんらん,viewing,JLPT_1 JLPT,"A$Cx0<I,I0",การรับชม
慣例,かんれい,"custom, precedent, of convention",JLPT_1 JLPT,t0a}a`u9:H,"ธรรมเนียมปฏิบัติ, แบบอย่าง, ของธรรมเนียม"
還暦,かんれき,60th birthday,JLPT_1 JLPT,4cAN40ulx,วันเกิดครบรอบ 60 ปี
貫禄,かんろく,"presence, dignity",JLPT_1 JLPT,I1]lC*Xh&L,"การปรากฏตัว, ศักดิ์ศรี"
緩和,かんわ,"relief, mitigation",JLPT_1 JLPT,"k^:RZ|u,e@",การบรรเทา การลดผลกระทบ
議案,ぎあん,legislative bill,JLPT_1 JLPT,"I,VMbY@&-V",ร่างกฎหมาย
危害,きがい,"injury, harm, danger",JLPT_1 JLPT,F>Z;`xG3Np,"การบาดเจ็บ, อันตราย, ความเสี่ยง"
企画,きかく,"planning, project",JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,w*I2LS4{H:,การวางแผน โครงการ
規格,きかく,"standard, norm",JLPT_1 JLPT,"xzs,)in_UO","มาตรฐาน, บรรทัดฐาน"
着飾る,きかざる,to dress up,JLPT_1 JLPT,HoI9}BI#^/,แต่งตัว
気兼ね,きがね,"hesitance, diffidence, feeling constraint",JLPT_1 JLPT,GRlL|p}26%,ความลังเล ความไม่มั่นใจ ความรู้สึกถูกจำกัด
気軽,きがる,"cheerful, buoyant, lighthearted",JLPT_1 JLPT,s;sgdqP}O.,ร่าเริง สดใส เบิกบานใจ
危機,きき,crisis,JLPT_1 JLPT,C.^&25N@a~,วิกฤติ
聞き取り,ききとり,listening comprehension,JLPT_1 JLPT,soL?dWfD3o,ความเข้าใจในการฟัง
効き目,ききめ,"effect, virtue, efficacy",JLPT_1 JLPT,"i,@$ZV_BJi",ผลกระทบ คุณธรรม ประสิทธิผล
帰京,ききょう,returning to Tokyo,JLPT_1 JLPT,wzR`J2j)`0,กลับสู่โตเกียว
戯曲,ぎきょく,"play, drama",JLPT_1 JLPT,Dx[W!Tbqvu,"ละคร, การแสดง"
基金,ききん,"fund, foundation",JLPT_1 JLPT,Jsw14fTONr,"กองทุน, มูลนิธิ"
喜劇,きげき,"comedy, funny show",JLPT_1 JLPT,vo)8mTt@2i,"รายการตลก, รายการบันเทิง"
議決,ぎけつ,"resolution, decision, vote",JLPT_1 JLPT,ina$-8>Dz[,"มติ, การตัดสินใจ, การลงคะแนน"
棄権,きけん,"abstain from voting, renunciation of a right",JLPT_1 JLPT,yPr@u5g:%p,งดเว้นการลงคะแนนเสียง การสละสิทธิ์
既婚,きこん,married,JLPT_1 JLPT,"zec,ws!-1^",แต่งงานแล้ว
気障,きざ,"affectation, conceit, snobbery",JLPT_1 JLPT,PIJe@Xxivf,การเสแสร้ง ความเย่อหยิ่ง ความหยิ่งยโส
記載,きさい,"mention, entry",JLPT_1 JLPT,"AtF!,w].-2","กล่าวถึง, รายการ"
兆,きざし,"sign, omen, indication",JLPT_1 JLPT,KEdc345jt(,สัญญาณ ลางบอกเหตุ ข้อบ่งชี้
気質,きしつ,"character, trait, temperament",JLPT_1 JLPT,sH[}/atE{z,"ลักษณะนิสัย, คุณสมบัติ, อารมณ์"
期日,きじつ,"fixed date, settlement date",JLPT_1 JLPT,"v,pIo6nfY,","วันที่กำหนด, วันชำระเงิน"
きしむ,きしむ,"to jar, to creak, to grate",JLPT_1 JLPT,JyV83hu3eM,เสียงดังเอี๊ยดอ๊าด เสียงดังครืดคราด
