expression,reading,meaning,tags,guid,ความหมาย
お先に,おさきに,"before, after you",JLPT JLPT_2,O/_cfB(;1v,"ก่อน, หลังคุณ, ไปก่อน, ขอตัวก่อน"
伯父,おじ,(humble) uncle (older than one's parent),JLPT JLPT_2,b<;4u^|F5a,"ลุงผู้นอบน้อม (อายุมากกว่าพ่อแม่), ลุง, พี่ชายพ่อ, พี่ชายแม่"
叔父,おじ,uncle (younger than one's parent),JLPT JLPT_2,b5[<>DjhLo,"ลุง (ที่อายุน้อยกว่าบิดาหรือมารดา), อา, น้าชาย, ลุง"
惜しい,おしい,"regrettable, disappointing",JLPT JLPT_2,u~)4Hh}G<5,"น่าเสียดาย น่าผิดหวัง, เสียดาย, พลาดไป, น่าเสียใจ"
伯父さん,おじさん,"(hon.) middle-aged gentleman, uncle",JLPT JLPT_2,oFQ*.$]vx},"(เกียรติคุณ) สุภาพบุรุษวัยกลางคน คุณลุง, คุณอา, คุณน้าชาย, ผู้ชายสูงวัย"
小父さん,おじさん,"(hon.) middle-aged gentleman, uncle",JLPT JLPT_2,LsGH|S+7Q3,"(เกียรติคุณ) สุภาพบุรุษวัยกลางคน คุณลุง, ชายวัยกลางคน, คุณอา, คุณน้าชาย"
叔父さん,おじさん,"(hon.) middle-aged gentleman, uncle",JLPT JLPT_2,"k@Fydl,X2%","(เกียรติคุณ) สุภาพบุรุษวัยกลางคน คุณลุง, คุณน้า, ชายรุ่นใหญ่, ท่านลุง"
お邪魔します,おじゃまします,Excuse me for disturbing you,JLPT JLPT_2,LMVMI71T}{,"ขออภัยที่รบกวนครับ, ขออนุญาตครับ, รบกวนด้วยครับ, เข้ามาได้ไหมครับ"
お世話になりました,おせわになりました,I've been in your care,JLPT JLPT_2,s4cBT5H*[h,"ฉันอยู่ในการดูแลของคุณมาตลอด, ขอบคุณที่ดูแล, ได้รับการดูแลอย่างดี, ขอบคุณสำหรับความช่วยเหลือ"
お大事に,おだいじに,"Take care of yourself, Take care!, Get well soon",JLPT Genki_Ln.12 Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.12 Genki,Km@NEq/P(_,"ดูแลตัวเองด้วยนะ ดูแลตัวเองด้วย หายป่วยเร็วๆ นะ, รักษาสุขภาพนะ, พักผ่อนเยอะๆ, ขอให้หายไวๆ"
落着く,おちつく,"to calm down, to settle down",JLPT JLPT_2,u?j1|t;RlK,"เพื่อให้สงบลง เพื่อให้ใจเย็นลง, สงบสติอารมณ์, นิ่งขึ้น, ผ่อนคลาย"
お出掛け,おでかけ,outing,JLPT JLPT_2,"gaqrD^P,Ry","ออกไปข้างนอก, ไปข้างนอก, เดินทาง, เที่ยวข้างนอก"
お手伝いさん,おてつだいさん,maid,JLPT JLPT_2,iZR<wUzc/1,"แม่บ้าน, สาวใช้, คนรับใช้, ผู้ช่วยงานบ้าน"
脅かす,おどかす,"to threaten, to coerce",JLPT JLPT_2,Q>m)3/qe`#,"ข่มขู่ บังคับ, คุกคาม, ข่มขวัญ, ขู่เข็ญ"
落し物,おとしもの,lost property,JLPT JLPT_2,bMV+Q#2]G~,"ของหาย, สิ่งของหาย, ทรัพย์สินหาย, ของที่ทำหาย"
驚かす,おどろかす,"to surprise, to frighten",JLPT JLPT_2,DG2lo{usAe,"เพื่อทำให้ประหลาดใจ เพื่อทำให้หวาดกลัว, ทำให้ตกใจ, ทำให้ตื่นตกใจ, ทำให้แปลกใจ"
お願いします,おねがいします,"Please (lit., I request)",JLPT JLPT_2 Intermediate_Japanese_Ln.1 Intermediate_Japanese,oy}-GPhVx},"โปรด (ฉันขอร้อง), ได้โปรด, กรุณา, ขอร้อง"
各々,おのおの,"each, every, either",JLPT JLPT_2,s;E$Q88Yv[,"แต่ละ ทุกๆ อย่าง, ทุกคน, ทุกสิ่ง, แต่ละคน"
伯母,おば,(humble) aunt (older than one's parent),JLPT JLPT_2,z:m(P{*wZ?,"ป้าผู้สุภาพ (อายุมากกว่าพ่อแม่), ป้า, พี่สาวพ่อ, พี่สาวแม่"
叔母,おば,aunt (younger than one's parent),JLPT JLPT_2,Ek4&AJulO*,"ป้า (ที่อายุน้อยกว่าพ่อแม่), อาหญิง, น้าหญิง, ป้า"
小母さん,おばさん,"lady, woman, ma'am",JLPT JLPT_2,tO0?[][Q}q,"คุณผู้หญิง, คุณสุภาพสตรี, คุณหนู, ผู้หญิง"
おはよう,おはよう,(abbr.) Good morning,JLPT JLPT_2,hzlc9[n5z=,"(ย่อ) สวัสดีตอนเช้า, อรุณสวัสดิ์, เช้าแล้ว, สวัสดีครับ/ค่ะตอนเช้า"
お参り,おまいり,"worship, shrine visit",JLPT JLPT_2,j2uP1/H2nj,"สักการะ, เยี่ยมชมศาลเจ้า, กราบไหว้, ไปวัด"
お待たせしました,おまたせしました,Sorry to have kept you waiting,JLPT JLPT_2,tWES^gs*3w,"ขออภัยที่ทำให้คุณรอ, ขอโทษที่ให้รอ, ขอโทษที่ทำให้ล่าช้า, ที่ให้รอ"
お待ちください,おまちください,Please wait a moment,JLPT JLPT_2,A/UH`kBoC-,"โปรดรอสักครู่, กรุณารอสักครู่, รอแป๊บนะ, รอหน่อยนะ"
おまちどおさま,おまちどおさま,Sorry to have kept you waiting,JLPT JLPT_2,kyL%[N^|az,"ขออภัยที่ทำให้คุณรอ, ขอโทษที่ให้รอ, ขอโทษที่ล่าช้า, รอนานไหมครับ/ค่ะ"
おめでたい,おめでたい,"happy event, matter for congratulation",JLPT JLPT_2,"eET,n2`P|Z","เหตุการณ์น่ายินดี เรื่องราวที่ควรแสดงความยินดี, น่ายินดี, เป็นมงคล, น่าเฉลิมฉลอง"
思い掛けない,おもいがけない,"unexpected, casual",JLPT JLPT_2,pxYW;;jVL[,"ไม่คาดคิด ไม่เป็นทางการ, ไม่คาดฝัน, นอกแผน, บังเอิญ"
思い切り,おもいきり,"with all one's strength (heart), resignation, resolution",JLPT JLPT_2,u6znaLhPyo,"ด้วยกำลังทั้งหมดที่มี (หัวใจ) การยอมรับ การตัดสินใจ, สุดกำลัง, เต็มที่, อย่างเด็ดขาด"
思い込む,おもいこむ,"to be under impression that, to be convinced that",JLPT JLPT_2,ggq%!UTv!w,"มีความรู้สึกว่า, มีความเชื่อมั่นว่า, ปักใจเชื่อ, เชื่อสนิทใจ"
思いっ切り,おもいっきり,"very, much, fully",JLPT JLPT_2,"z,O=En=;Mc","มาก มาก เต็มที่, สุดเหวี่ยง, อย่างสุดๆ, มากที่สุด"
思いっきり,おもいっきり,to the best of one's ability,JLPT JLPT_2,"B,fE|/^X*C","อย่างสุดความสามารถ, เต็มกำลัง, สุดฤทธิ์, อย่างเต็มเหนี่ยว"
重たい,おもたい,"heavy, massive, serious",JLPT JLPT_2,kxf3li]&Z0,"หนัก มหึมา ร้ายแรง, หนักอึ้ง, รุนแรง, ถ่วง"
お休み,おやすみ,"holiday, absence; (exp.) Good night",JLPT JLPT_2,g*1:u%%pd(,"วันหยุด, การลาหยุด; (เช่น) ราตรีสวัสดิ์, พักผ่อน, ลากิจ"
おやつ,おやつ,"between meal snack, afternoon refreshment",JLPT JLPT_2,F0Bgt+CKGH,"อาหารว่างระหว่างมื้อ เครื่องดื่มยามบ่าย, ขนม, ของว่าง, อาหารเบาๆ"
親指,おやゆび,thumb,JLPT JLPT_2,Q]+3Y_+I|o,"นิ้วโป้ง, หัวแม่มือ, นิ้วหัวแม่มือ, นิ้วแม่มือ"
オルガン,オルガン,organ,JLPT JLPT_2,r4P=wfH}tX,"อวัยวะ, ส่วนของร่างกาย, เครื่องใน, อวัยวะภายใน"
御～,おん～,honorific ~,JLPT JLPT_2,oiyGIL2u!>,"คำยกย่อง ~, คำนำหน้ายกย่อง, คำนำหน้าแสดงความเคารพ, คำสุภาพ"
恩恵,おんけい,"blessing, benefit",JLPT JLPT_2,t6?1>QfZ5F,"พร, ผลประโยชน์, ประโยชน์, บุญคุณ"
温室,おんしつ,greenhouse,JLPT JLPT_2,j@PV(c1<I%,"เรือนกระจก, โรงเรือนกระจก, เรือนเพาะชำ, โรงเรือนปลูกพืช"
温泉,おんせん,"spa, hot spring",JLPT Intermediate_Japanese JLPT_2 Genki_Ln.9 Intermediate_Japanese_Ln.10 Genki,p7%rZNufe3,"สปา, น้ำพุร้อน, บ่อน้ำแร่, แหล่งน้ำพุร้อน"
温帯,おんたい,temperate zone,JLPT JLPT_2,it?~KTCCdv,"เขตภูมิอากาศอบอุ่น, โซนอบอุ่น, เขตอบอุ่น, อากาศอบอุ่น"
御中,おんちゅう,Messrs.,JLPT JLPT_2,i:g_|_*4fM,"นาย, เรียน, ถึง, แผนก"
女の人,おんなのひと,woman,Genki_Ln.7 JLPT JLPT_2 Genki,k`gpRcVkY^,"ผู้หญิง, สตรี, เพศหญิง, คุณผู้หญิง"
蚊,か,mosquito,JLPT JLPT_2,j=4=()Uwi2,"ยุง, ตัวยุง, ยุงลาย, ยุงก้นปล่อง"
カーブ,カーブ,curve; curve ball (baseball),JLPT JLPT_2,"H$,bx/Aa*A","ลูกโค้ง; ลูกโค้ง (เบสบอล), ส่วนโค้ง, ทางโค้ง, การเลี้ยวโค้ง"
貝,かい,"shell, shellfish",JLPT JLPT_2,HNd6/BU{>X,"เปลือกหอย, สัตว์ทะเลมีเปลือก, หอย, สัตว์มีเปลือก"
外～,がい～,"foreign ~, outside ~",JLPT JLPT_2,hm9sVyWCE},"ต่างประเทศ ~, ภายนอก ~, นอกประเทศ, ต่างแดน"
開会,かいかい,opening of a meeting,JLPT JLPT_2,Lh4g/O2OJM,"การเปิดการประชุม, เริ่มประชุม, เปิดประชุม, การเริ่มต้นประชุม"
会館,かいかん,"meeting hall, assembly hall",JLPT JLPT_2,liybJFP&?H,"ห้องประชุม, หอประชุม, ศูนย์ประชุม, อาคารประชุม"
改札,かいさつ,examination of tickets,JLPT JLPT_2,y:jbDc8VoT,"การตรวจสอบตั๋ว, ตรวจตั๋ว, ตรวจบัตร, ตรวจสอบบัตรโดยสาร"
解散,かいさん,"breakup, dissolution",JLPT JLPT_2,k.tjPn~)Hk,"การเลิกรา การยุบเลิก, การแยกตัว, การแตกสลาย, การสิ้นสุด"
海水浴,かいすいよく,"sea bathing, seawater bath",JLPT JLPT_2,b`BB!zK8zx,"การอาบน้ำทะเล การอาบน้ำทะเล, เล่นน้ำทะเล, ลงทะเล, แช่น้ำทะเล"
回数,かいすう,"number of times, frequency",JLPT JLPT_2,e]X6r<D@Yf,"จำนวนครั้ง ความถี่, ครั้งที่, รอบ, บ่อยครั้ง"
回数券,かいすうけん,book of tickets,JLPT JLPT_2,vh5]if8XnX,"สมุดตั๋ว, ตั๋วชุด, บัตรชุด, ตั๋วหลายครั้ง"
改正,かいせい,"revision, amendment, alteration",JLPT JLPT_2,wJ:fR1W1sK,"การแก้ไข การปรับปรุง การเปลี่ยนแปลง, การปรับแก้, การแก้ไขเพิ่มเติม, การปฏิรูป"
快晴,かいせい,good weather,JLPT JLPT_2,ud00-YM]pE,"อากาศดี, ท้องฟ้าสดใส, แดดจัด, อากาศแจ่มใส"
解説,かいせつ,"explanation, commentary",JLPT JLPT_2,"z,rNuHyUJ$","คำอธิบาย, ความเห็น, คำชี้แจง, การบรรยาย"
改造,かいぞう,remodeling,JLPT JLPT_2,GV-RfF@Gn1,"การปรับปรุงใหม่, การดัดแปลง, การเปลี่ยนแปลง, การยกเครื่อง"
開通,かいつう,"opening, open",JLPT JLPT_2,BJU-xej2c~,"เปิด, เปิดใช้, เริ่มใช้งาน, เปิดทำการ"
回転,かいてん,"rotation, turning",JLPT JLPT_2,bT_5rLaFDl,"การหมุน, การพลิก, การบิด, การเคลื่อนที่แบบหมุน"
解答,かいとう,"answer, solution",JLPT JLPT_2,"yT|.1iJ,_Q","คำตอบ, วิธีแก้ปัญหา, ผลเฉลย, คำเฉลย"
回答,かいとう,"reply, answer",JLPT JLPT_2,E!J[iX3Ig-,"ตอบกลับ, ตอบ, การตอบ, การโต้ตอบ"
外部,がいぶ,"the outside, external",JLPT JLPT_2,yk*]@{a4/.,"ภายนอก, ด้านนอก, ข้างนอก, สิ่งภายนอก"
解放,かいほう,"release, liberation, emancipation",JLPT JLPT_2,zS7|<$4Sg9,"การปล่อยตัว การปลดปล่อย การเป็นอิสระ, การปลดเปลื้อง, การเป็นไท, การปล่อยให้เป็นอิสระ"
開放,かいほう,"open, throw open, liberalization",JLPT JLPT_2,K(=v$Si}Sa,"เปิด, โยนทิ้ง, การเปิดเสรี, เปิดกว้าง"
海洋,かいよう,ocean,JLPT JLPT_2,"c?Kf,aYa,k","มหาสมุทร, ทะเลหลวง, สมุทร, อรรณพ"
概論,がいろん,"introduction, general remark",JLPT JLPT_2,EagQlRaO<~,"บทนำ, ข้อสังเกตทั่วไป, คำนำ, เกริ่นนำ"
却って,かえって,"on the contrary, rather",JLPT JLPT_2,Ff-Dhop([3,"ในทางตรงกันข้าม กลับกัน, ตรงข้าม, ในทางกลับกัน, สวนทาง"
家屋,かおく,"house, building",JLPT JLPT_2,K9=P{6t9d@,"บ้าน, อาคาร, เรือน, ที่อยู่อาศัย"
係わる,かかわる,"to concern oneself in, to be involved in",JLPT JLPT_2,e1]obK7qg.,"ให้ความสนใจ มีส่วนร่วม, เกี่ยวข้อง, พัวพัน, เข้าไปยุ่ง"
書留,かきとめ,registered mail,JLPT JLPT_2,"P,x~yeJiAf","ไปรษณีย์ลงทะเบียน, จดหมายลงทะเบียน, ส่งลงทะเบียน, การลงทะเบียน"
書取,かきとり,dictation,JLPT JLPT_2,nlq[7d^Cda,"การบอกเล่า, การเขียนตามคำบอก, เขียนตาม, การจด"
垣根,かきね,hedge,JLPT JLPT_2,s%pg!Off-$,"รั้ว, แนวรั้ว, พุ่มไม้, เขตรั้ว"
限り,かぎり,"limit(s), as far as possible",JLPT JLPT_2,nd]$n-hPJY,"ขีดจำกัด (ต่างๆ) เท่าที่จะเป็นไปได้, ข้อจำกัด, จำกัด, สุดความสามารถ"
各～,かく～,"every ~, each ~",JLPT JLPT_2,JIKk5aY~sz,"ทุกๆ ~, แต่ละ ~, ทุก, แต่ละอัน"
架空,かくう,"imaginary, fiction, fanciful",JLPT JLPT_2,keLv$&NvXw,"จินตนาการ, เรื่องแต่ง, เรื่องเพ้อฝัน, สมมติ"
各自,かくじ,"individual, each",JLPT JLPT_2,u>j/FKC5==,"แต่ละบุคคล, ส่วนบุคคล, รายบุคคล, เฉพาะบุคคล"
拡充,かくじゅう,expansion,JLPT JLPT_2,k9>S;S#x^),"การขยายตัว, การเพิ่มขึ้น, การขยาย, การต่อเติม"
学術,がくじゅつ,"science, learning, scholarship",JLPT JLPT_2,y2n!_T5t*M,"วิทยาศาสตร์ การเรียนรู้ การศึกษา, วิชาการ, แขนงวิชา, ความรู้"
各地,かくち,various parts of the country,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,M_|B!vf-KS,"พื้นที่ต่างๆ ของประเทศ, ทั่วทุกที่, ทุกแห่ง, ตามที่ต่างๆ"
拡張,かくちょう,"expansion, extension",JLPT JLPT_2,"qk,U%yom=n","การขยายตัว การต่อขยาย, การเพิ่มขนาด, การแผ่ขยาย, การขยายวง"
角度,かくど,angle,JLPT JLPT_2,xYUahGWaOD,"มุม, องศา, เหลี่ยมมุม, ทิศทาง"
学年,がくねん,"year in school, grade in school",JLPT JLPT_2,snv|Q^7V&<,"ปีการศึกษา, ระดับชั้น, ชั้นเรียน, ระดับการศึกษา"
学部,がくぶ,"department of a university undergraduate (course, program, etc.)",JLPT JLPT_2,M{Rt-~pV[8,"ภาควิชา หลักสูตร หรือหลักสูตรระดับปริญญาตรีของมหาวิทยาลัย, คณะ, แผนก, สาขาวิชา"
格別,かくべつ,exceptional,JLPT JLPT_2,ew:H.)$lIz,"พิเศษ, ยอดเยี่ยม, เหนือกว่า, โดดเด่น"
確率,かくりつ,probability,JLPT JLPT_2,B^!PO()@Fj,"ความน่าจะเป็น, โอกาส, ความเป็นไปได้, ความเป็นไปได้ทางสถิติ"
学力,がくりょく,"scholarship, knowledge",JLPT JLPT_2,fg#sj4f&H/,"ทุนการศึกษา ความรู้, ความสามารถทางวิชาการ, พลังการเรียนรู้, ปัญญา"
掛け算,かけざん,multiplication,JLPT JLPT_2,NBNX=8%`mD,"การคูณ, คูณ, ผลคูณ, การเพิ่มจำนวน"
かけざん,かけざん,multiplication,JLPT JLPT_2,J(J6;KG1P0,"การคูณ, คูณ, ผลคูณ, การเพิ่มจำนวน"
可決,かけつ,"approval, adoption (e.g., motion, bill), passage",JLPT JLPT_2,?AdRO|`D3,"การอนุมัติ การรับรอง (เช่น มติ ร่างกฎหมาย) การผ่านร่างกฎหมาย, การเห็นชอบ, การลงมติผ่าน, การยอมรับ"
火口,かこう,crater (of a volcano),JLPT JLPT_2,I>{#77)U2L,"ปล่องภูเขาไฟ, หลุมภูเขาไฟ, ปากปล่อง, ปล่องไฟ"
下降,かこう,"decline, descent, fall",JLPT JLPT_2,olO#.LVae],"การลดลง การตกต่ำ การล่มสลาย, การร่วงลง, การดิ่งลง, การเสื่อมลง"
重ねる,かさねる,"to pile up, to heap up, to stack up, to put on top of another to repeat many times over, to go through repeatedly, to accumulate",JLPT JLPT_2,v-}D_SOws/,"กองทับกัน, สะสม, วางซ้อนกัน, ทำซ้ำหลายครั้ง, ทำซ้ำไปเรื่อยๆ, สะสม"
飾り,かざり,"decoration, ornament, trimmings",JLPT JLPT_2,MTDy9F:WDT,"การตกแต่ง เครื่องประดับ เครื่องตกแต่ง, ของประดับ, ประดับตกแต่ง, แต่งเติม"
火山,かざん,volcano,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,nQ^q[SYzad,"ภูเขาไฟ, ภูเขาเพลิง, ภูเขาพ่นไฟ, ไฟพุ"
かしこまりました,かしこまりました,Certainly,JLPT JLPT_2 Genki_Ln.20 Genki,K[_B[U0SFm,"แน่นอน, ได้ครับ, รับทราบ, ตกลง"
貸し出し,かしだし,"lending, loaning",JLPT JLPT_2,jgwQltf^|5,"การให้กู้ยืม, การปล่อยกู้, การยืม, การให้สินเชื่อ"
過失,かしつ,"error, mistake, negligence",JLPT JLPT_2,wGXKGa.Q$k,"ความผิดพลาด, ข้อบกพร่อง, ความประมาท, ความบกพร่อง"
果実,かじつ,fruit,JLPT JLPT_2,Hr5#b<WZv5,"ผลไม้, ลูกไม้, พืชผล, ดอกผล"
貸間,かしま,room to let,JLPT JLPT_2,f;Mu?;YNxY,"ห้องว่างให้เช่า, ห้องเช่า, ห้องให้เช่า, ห้องพักว่าง"
貸家,かしや,house for rent,JLPT JLPT_2,xG+iA}dT^k,"บ้านให้เช่า, ที่พักให้เช่า, เรือนให้เช่า, บ้านว่างให้เช่า"
箇所,かしょ,"place, point, part",JLPT JLPT_2,"u73w,EFcqC","สถานที่, จุด, ส่วน, แห่ง"
かしょ,かしょ,"passage, place",JLPT JLPT_2,QWm(5L}$9%,"ทางเดิน, สถานที่, ช่องทาง, จุด"
過剰,かじょう,"excess, over-",JLPT JLPT_2,gyP>>^hD);,"มากเกินไป, เกินพอ-, ส่วนเกิน, เหลือเฟือ"
かじる,かじる,"to chew, to bite (at)",JLPT JLPT_2,HPUE@sF)^#,"เคี้ยว, กัด (ที่), แทะ, ขบ"
課税,かぜい,taxation,JLPT JLPT_2,v<>5#MB}<q,"การเก็บภาษี, ภาษีอากร, จัดเก็บภาษี, ภาระภาษี"
カセット,カセット,cassette (tape),JLPT JLPT_2,O31|Fi(S7Q,"เทปคาสเซ็ต, ตลับเทป, คาสเซ็ต, เทปบันทึกเสียง"
下線,かせん,"underline, underscore",JLPT JLPT_2,pq&rc|>fY.,"ขีดเส้นใต้, เส้นใต้, การขีดเส้นใต้, การทำเส้นใต้"
加速,かそく,acceleration,JLPT JLPT_2,MT@qI_:;KR,"ความเร่ง, การเร่งความเร็ว, เร่ง, เพิ่มความเร็ว"
加速度,かそくど,acceleration,JLPT JLPT_2,ic-:spL~M@,"ความเร่ง, อัตราเร่ง, การเร่งตัว, ความเร็วเพิ่มขึ้น"
かたかな,かたかな,katakana,JLPT JLPT_2,QPplVw&IAL,"คาตาคานะ, อักษรคะตะคะนะ, ตัวคาตาคานะ, คาตะคะนะ"
かたづく,かたづく,"to put in order, to dispose of, to solve",JLPT JLPT_2,"z6jkVh5~d,","จัดระเบียบ, กำจัด, แก้ไข, สะสาง"
塊,かたまり,"lump, mass, cluster",JLPT JLPT_2,iJm<x_b^7C,"ก้อน, มวล, กลุ่ม, กระจุก"
固まる,かたまる,"to harden, to solidify, to become firm",JLPT JLPT_2,iT33@SKQ0$,"แข็งตัว, กลายเป็นของแข็ง, กลายเป็นมั่นคง, จับตัวเป็นก้อน"
片道,かたみち,one-way (trip),JLPT JLPT_2,tN}hoBEcWZ,"เที่ยวเดียว (เดินทาง), ทางเดียว, ไปทางเดียว, ขาไป"
傾く,かたむく,"to incline toward, to slant, to lurch",JLPT JLPT_2,"eRHA+m,LAe","เอียงไปทาง, ลาดเอียง, เซไปมา, โน้มเอียง"
片寄る,かたよる,"to be one-sided, to incline, to be partial",JLPT JLPT_2,Q|RAcaS;Ac,"เอนเอียงไปทางใดทางหนึ่ง, เอนเอียง, ลำเอียง, เข้าข้าง"
学科,がっか,"study subject, course of study",JLPT JLPT_2,d/U/mP87B<,"วิชาที่ศึกษา หลักสูตรการศึกษา, รายวิชา, สาขา, แผนการเรียน"
学会,がっかい,academic conference,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,rvd2E[%d:l,"การประชุมวิชาการ, สัมมนาทางวิชาการ, การประชุมทางวิชาการ, ที่ประชุมวิชาการ"
楽器,がっき,musical instrument,JLPT JLPT_2,zj[&tINbu_,"เครื่องดนตรี, ดุริยางคศิลป์, เครื่องเล่นดนตรี, ดนตรี"
学級,がっきゅう,class,JLPT JLPT_2,xHn7Zkw(je,"ระดับ, ชั้นเรียน, ห้องเรียน, ระดับชั้น"
担ぐ,かつぐ,"to shoulder, to carry on shoulder",JLPT JLPT_2,uNP=4K#|_6,"สะพายไหล่, แบกบนไหล่, หาม, แบก"
括弧,かっこ,"parenthesis, brackets",JLPT JLPT_2,E4PO59(otM,"วงเล็บ, วงเล็บเหลี่ยม, เครื่องหมายวงเล็บ, วงเล็บปีกกา"
活字,かつじ,printing type,JLPT JLPT_2,lS9+ur8Rhy,"ประเภทการพิมพ์, ตัวพิมพ์, ตัวอักษร, ชนิดตัวพิมพ์"
勝手に,かってに,"arbitrarily,",JLPT JLPT_2,c;rdge_lIB,"โดยพลการ, ตามใจชอบ, ตามอำเภอใจ, ทำเอง"
活躍,かつやく,"activity (esp. energetic or successful), great efforts, active participation",JLPT JLPT_2,t6eKeTVxu1,"กิจกรรม (โดยเฉพาะอย่างยิ่งที่กระตือรือร้นหรือประสบความสำเร็จ), ความพยายามอย่างมาก, การมีส่วนร่วมอย่างแข็งขัน, การมีบทบาท"
活力,かつりょく,"vitality, energy",JLPT JLPT_2,P=dyC+Atno,"ความมีชีวิตชีวา พลังงาน, พละกำลัง, กำลังวังชา, ความกระตือรือร้น"
課程,かてい,"course, curriculum",JLPT JLPT_2,"g,{yU7}}eo","หลักสูตร, แผนการเรียน, รายวิชา, บทเรียน"
仮名,かな,kana,JLPT JLPT_2,r+|=nvx{%},"คานา, อักษรคะนะ, ตัวคะนะ, คานะ"
仮名遣い,かなづかい,"kana orthography, syllabary spelling",JLPT JLPT_2,q:v%>e2~9#,"การสะกดคำแบบคะนะ, การสะกดคำแบบพยางค์, อักขรวิธีคะนะ, การใช้คะนะ"
鐘,かね,"bell (often a large hanging bell), chime",JLPT JLPT_2,MiZAx.nm4S,"ระฆัง (มักเป็นระฆังแขวนขนาดใหญ่), เสียงระฆัง, กระดิ่ง, กังสดาล"
加熱,かねつ,heating,JLPT JLPT_2,D58GJ/(V81,"การทำความร้อน, การให้ความร้อน, ทำให้ร้อน, อบอุ่น"
兼ねる,かねる,to simultaneously serve two or more functions,JLPT JLPT_2,s0EuumM^s>,"เพื่อทำหน้าที่สองอย่างหรือมากกว่าพร้อมกัน, ควบคู่กัน, ทำพร้อมกัน, ทั้งสองอย่าง"
カバー,カバー,"cover (e.g., book)",JLPT JLPT_2,h7<4il+kD=,"ปก (เช่น หนังสือ), หน้าปก, ปลอก, หุ้ม"
過半数,かはんすう,majority,JLPT JLPT_2,t.8/F.$N=Y,"ส่วนใหญ่, ส่วนมาก, เสียงข้างมาก, ส่วนใหญ่ที่สุด"
かび (～がはえる),かび (～がはえる),"mold, mildew",JLPT JLPT_2,Q.7b{&DG}o,"รา, เชื้อรา, เชื้อโรค, ขี้รา"
被せる,かぶせる,to cover (with something),JLPT JLPT_2,BdRmJ;EC_8,"เพื่อปกคลุม (ด้วยบางสิ่ง), คลุม, ห่อ, ปิดบัง"
釜,かま,"iron pot, kettle",JLPT JLPT_2,M+N1Y3/)pj,"หม้อเหล็ก กาต้มน้ำ, กา, หม้อ, กระทะ"
構いません,かまいません,it's all right; one doesn’t mind,Intermediate_Japanese_Ln.4 JLPT JLPT_2 Intermediate_Japanese,vd/0yY>i6%,"ไม่เป็นไรหรอก ไม่มีใครว่าอะไร, ไม่เป็นไร, ไม่ว่าอะไร, ไม่มีปัญหา"
紙屑,かみくず,wastepaper,JLPT JLPT_2,vvZ;(*{sDL,"กระดาษเหลือใช้, เศษกระดาษ, กระดาษทิ้ง, ขยะกระดาษ"
神様,かみさま,god,JLPT JLPT_2 Genki_Ln.20 Genki,QtI1aTgK3F,"พระเจ้า, เทพเจ้า, เทวา, สิ่งศักดิ์สิทธิ์"
剃刀,かみそり,razor,JLPT JLPT_2,EUVj(OJ|`3,"มีดโกน, ใบมีดโกน, ที่โกนหนวด, มีดโกนหนวด"
ガム,ガム,chewing gum,JLPT JLPT_2,IjCKN~>gDp,"หมากฝรั่ง, กัม, ลูกอม, อมยิ้ม"
貨物,かもつ,"cargo, freight",JLPT JLPT_2,Ee3iA.}E1T,"สินค้า, การขนส่งสินค้า, ของขนส่ง, สัมภาระ"
歌謡,かよう,"song, ballad",JLPT JLPT_2,B8j5MHOl3a,"เพลง, บัลลาด, บทเพลง, เพลงร้อง"
殻,から,"shell, husk, hull, pod, chaff",JLPT JLPT_2,E[9cW:WqUf,"เปลือก, กะลาสี, ฝัก, แกลบ"
カラー,カラー,"collar, color",JLPT JLPT_2,hoWS%R]$xc,"ปลอกคอ, สี, ปกเสื้อ, เฉดสี"
からかう,からかう,"to ridicule, to make fun of",JLPT JLPT_2,f1|Z(DjQl3,"เยาะเย้ย ล้อเลียน, แกล้ง, หยอกล้อ, หัวเราะเยาะ"
空っぽ,からっぽ,"empty, vacant, hollow",JLPT JLPT_2,ymKUE(fK%o,"ว่างเปล่า, โล่ง, กลวง, เปล่า"
かるた,かるた,playing cards (POR: carta),JLPT JLPT_2,cJB:Z0SpF-,"ไพ่ (POR: carta), บัตร, การ์ด, กระดาษไพ่"
枯れる,かれる,"to wither, to die (plant), to be blasted (plant)",JLPT JLPT_2,w%ev2Rq1&r,"เหี่ยวเฉา, ตาย (พืช), ถูกทำลาย (พืช), แห้งตาย"
カロリー,カロリー,calorie,JLPT JLPT_2,"diZF6u*,sD","แคลอรี่, หน่วยพลังงาน, พลังงานความร้อน, แคลอรี"
可愛がる,かわいがる,"to love, to be affectionate",JLPT JLPT_2,zX92vgkXT;,"รักใคร่ แสดงความรัก, ทะนุถนอม, เอ็นดู, ให้ความรัก"
乾かす,かわかす,"to dry (clothes, etc.), to desiccate",JLPT JLPT_2,pnSoE/i9wh,"ทำให้แห้ง (เสื้อผ้า ฯลฯ) ทำให้แห้งสนิท, ผึ่งแห้ง, อบแห้ง, ตากแห้ง"
